GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
1284	0.15142	7.18e-04	0.2425	3.382521	0.8202074	453.96	COL4A2	collagen type IV alpha 2 chain
5141	0.15142	7.39e-04	0.2121	3.374709	0.715662	34.93	PDE4A	phosphodiesterase 4A
5740	0.15142	7.48e-04	0.18	3.371484	0.60672	83.94	PTGIS	prostaglandin I2 synthase
9540	0.15462	7.81e-04	0.2024	3.359347	0.679868	134.96	TP53I3	tumor protein p53 inducible protein 3
201161	0.15462	7.96e-04	0.1689	-3.354127	-0.5664747	115.01	CENPV	centromere protein V
1675	0.15462	7.87e-04	0.4964	3.357183	1.666425	21.24	CFD	complement factor D
1577	0.16023	8.36e-04	0.4033	-3.340476	-1.3472535	2171.06	CYP3A5	cytochrome P450 family 3 subfamily A member 5
6035	0.16097	8.52e-04	0.2207	3.335457	0.7360208	149.26	RNASE1	ribonuclease A family member 1, pancreatic
83667	0.16109	8.64e-04	0.1157	-3.331568	-0.3853236	276.58	SESN2	sestrin 2
2202	0.16587	1.02e-03	0.3056	3.285622	1.0041655	58.07	EFEMP1	EGF containing fibulin extracellular matrix protein 1
27233	0.16587	1.00e-03	0.2833	3.290615	0.9321915	14.1	SULT1C4	sulfotransferase family 1C member 4
80210	0.16587	1.05e-03	0.2782	3.275444	0.9113425	16.82	ARMC9	armadillo repeat containing 9
27125	0.16587	1.01e-03	0.1446	3.288368	0.4753344	1028.03	AFF4	ALF transcription elongation factor 4
57179	0.16587	1.08e-03	0.1311	-3.26975	-0.4287834	684.27	KIAA1191	KIAA1191
135228	0.16587	9.05e-04	0.3733	3.31864	1.2387441	33.85	CD109	CD109 molecule
105378032	0.16587	1.01e-03	0.3443	-3.287674	-1.1320972	12.71	LINC02919	long intergenic non-protein coding RNA 2919
54838	0.16587	1.06e-03	0.1025	-3.274775	-0.3356631	633.52	WBP1L	WW domain binding protein 1 like
55761	0.16587	9.77e-04	0.1214	-3.296942	-0.4002467	462.7	TTC17	tetratricopeptide repeat domain 17
51279	0.16587	1.06e-03	0.134	-3.274805	-0.4389393	1944.95	C1RL	complement C1r subcomponent like
91010	0.16587	1.08e-03	0.1229	3.26997	0.4017172	59.72	FMNL3	formin like 3
1282	0.16587	1.06e-03	0.2402	3.275202	0.7866776	345.46	COL4A1	collagen type IV alpha 1 chain
4522	0.16587	9.55e-04	0.1374	-3.303318	-0.4537949	3295.71	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
64093	0.16587	1.07e-03	0.1337	-3.270366	-0.4372673	724.09	SMOC1	SPARC related modular calcium binding 1
7057	0.16587	9.59e-04	0.273	3.302299	0.9016089	171.14	THBS1	thrombospondin 1
27106	0.16587	1.08e-03	0.1833	3.27005	0.5993532	72.64	ARRDC2	arrestin domain containing 2
107080644	0.16793	1.10e-03	0.2178	-3.263203	-0.7106661	435.38	CNPY3-GNMT	CNPY3-GNMT readthrough
91947	0.16839	1.13e-03	0.211	3.256396	0.6869851	256.69	ARRDC4	arrestin domain containing 4
1009	0.16839	1.13e-03	0.3278	3.256645	1.0673819	14.04	CDH11	cadherin 11
54470	0.17597	1.19e-03	0.1862	3.240883	0.6034717	52.53	ARMCX6	armadillo repeat containing X-linked 6
3045	0.17896	1.22e-03	0.5468	-3.233128	-1.7679662	131.34	HBD	hemoglobin subunit delta
1281	0.17984	1.29e-03	0.229	3.217187	0.7367592	2889.72	COL3A1	collagen type III alpha 1 chain
64393	0.17984	1.33e-03	0.2399	3.209008	0.7697295	217	ZMAT3	zinc finger matrin-type 3
54968	0.17984	1.32e-03	0.1511	3.210773	0.4852473	223.62	TMEM70	transmembrane protein 70
80114	0.17984	1.28e-03	0.2852	3.220466	0.9183603	42.43	BICC1	BicC family RNA binding protein 1
5328	0.17984	1.24e-03	0.2758	3.228413	0.8904427	12.4	PLAU	plasminogen activator, urokinase
366	0.17984	1.31e-03	0.1396	-3.214219	-0.4486266	8072.29	AQP9	aquaporin 9
57707	0.17984	1.29e-03	0.2394	3.217214	0.7702834	28.59	MEAK7	MTOR associated protein, eak-7 homolog
4128	0.17984	1.27e-03	0.1492	-3.222369	-0.4808396	1970.12	MAOA	monoamine oxidase A
2330	0.18352	1.39e-03	0.1598	-3.197742	-0.5108394	3244.31	FMO5	flavin containing dimethylaniline monoxygenase 5
94122	0.18352	1.38e-03	0.2119	-3.199123	-0.6779275	75.48	SYTL5	synaptotagmin like 5
728568	0.18368	1.40e-03	0.1975	3.19481	0.6308397	42.97	UQCC6	ubiquinol-cytochrome c reductase complex assembly factor 6
316	0.18399	1.42e-03	0.1905	-3.190995	-0.6080293	11290.31	AOX1	aldehyde oxidase 1
57016	0.18399	1.43e-03	0.6199	3.189007	1.9767112	293.82	AKR1B10	aldo-keto reductase family 1 member B10
5156	0.18434	1.44e-03	0.161	3.185851	0.5128992	219.07	PDGFRA	platelet derived growth factor receptor alpha
101929441	0.18705	1.48e-03	0.2046	-3.179024	-0.6503134	66.32	ERLNC1	estrogen receptor responsive lncRNA 1
27232	0.19609	1.56e-03	0.2363	-3.162734	-0.747453	411.2	GNMT	glycine N-methyltransferase
2639	0.19705	1.58e-03	0.1559	-3.158749	-0.492357	764.31	GCDH	glutaryl-CoA dehydrogenase
326624	0.19777	1.60e-03	0.1433	-3.155138	-0.452002	111.34	RAB37	RAB37, member RAS oncogene family
6004	0.19879	1.63e-03	0.3891	3.151105	1.2262006	20.09	RGS16	regulator of G protein signaling 16
1513	0.19978	1.66e-03	0.2373	3.144657	0.7460946	36.48	CTSK	cathepsin K
9240	0.19978	1.66e-03	0.1688	3.145677	0.531057	40.41	PNMA1	PNMA family member 1
81494	0.20083	1.74e-03	0.2067	-3.131038	-0.6470596	1065.45	CFHR5	complement factor H related 5
7852	0.20083	1.74e-03	0.2145	3.1314	0.6716006	26.11	CXCR4	C-X-C motif chemokine receptor 4
10826	0.20083	1.75e-03	0.1907	-3.128843	-0.5965917	1730.14	FAXDC2	fatty acid hydroxylase domain containing 2
5754	0.20083	1.75e-03	0.2896	3.130162	0.906402	16.88	PTK7	protein tyrosine kinase 7 (inactive)
51703	0.20083	1.77e-03	0.1725	-3.127028	-0.5394583	1488.68	ACSL5	acyl-CoA synthetase long chain family member 5
4494	0.20083	1.76e-03	0.3173	-3.127946	-0.992407	1632.22	MT1F	metallothionein 1F
256236	0.20083	1.77e-03	0.2657	3.126218	0.8306667	36.17	NAPSB	napsin B aspartic peptidase, pseudogene
282679	0.20133	1.79e-03	0.1159	-3.123137	-0.3619087	188.54	AQP11	aquaporin 11
125	0.20328	1.82e-03	0.158	-3.117969	-0.4926792	73225.59	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
55920	0.2075	1.92e-03	0.13	3.102739	0.4034907	107.58	RCC2	regulator of chromosome condensation 2
6097	0.2075	1.89e-03	0.1665	-3.10762	-0.5174119	1076.24	RORC	RAR related orphan receptor C
1828	0.2075	1.90e-03	0.1717	-3.106162	-0.5333491	180.68	DSG1	desmoglein 1
80830	0.2075	1.91e-03	0.1139	-3.104285	-0.3534966	1993.64	APOL6	apolipoprotein L6
79754	0.208	1.94e-03	0.1228	-3.099778	-0.3805751	685.68	ASB13	ankyrin repeat and SOCS box containing 13
55339	0.21732	2.05e-03	0.0751	-3.082293	-0.2314912	414.65	WDR33	WD repeat domain 33
644150	0.21732	2.04e-03	0.3403	3.084329	1.0496539	15.97	WIPF3	WAS/WASL interacting protein family member 3
146857	0.21935	2.09e-03	0.38	3.07732	1.1693321	14.29	SLFN13	schlafen family member 13
958	0.22518	2.16e-03	0.1385	-3.067285	-0.4247471	131.02	CD40	CD40 molecule
4072	0.22593	2.21e-03	0.3796	3.060456	1.1616439	32.68	EPCAM	epithelial cell adhesion molecule
23584	0.22593	2.20e-03	0.4026	3.062482	1.2330868	14.11	VSIG2	V-set and immunoglobulin domain containing 2
8082	0.22593	2.22e-03	0.3219	3.059752	0.9848925	26.77	SSPN	sarcospan
2909	0.2296	2.27e-03	0.099	-3.052781	-0.302365	1342.26	ARHGAP35	Rho GTPase activating protein 35
26353	0.23098	2.30e-03	0.2689	3.04884	0.8197669	13.28	HSPB8	heat shock protein family B (small) member 8
654790	0.23222	2.39e-03	0.318	-3.036737	-0.965616	12.22	PCP4L1	Purkinje cell protein 4 like 1
9260	0.23222	2.39e-03	0.2912	3.037254	0.884467	27.06	PDLIM7	PDZ and LIM domain 7
79731	0.23222	2.36e-03	0.1221	-3.041196	-0.3712548	206.32	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
5164	0.23222	2.38e-03	0.1469	-3.037619	-0.446261	507.5	PDK2	pyruvate dehydrogenase kinase 2
10653	0.23222	2.37e-03	0.2437	3.039839	0.7409018	127.86	SPINT2	serine peptidase inhibitor, Kunitz type 2
55827	0.23676	2.47e-03	0.1247	-3.0272	-0.3773779	1090.03	DCAF6	DDB1 and CUL4 associated factor 6
1850	0.23676	2.47e-03	0.4055	3.026783	1.2272652	33.09	DUSP8	dual specificity phosphatase 8
107987228	0.23676	2.49e-03	0.1764	-3.024754	-0.5336998	31.5	LOC107987228	uncharacterized LOC107987228
27163	0.23866	2.53e-03	0.1157	-3.019626	-0.3493396	579.24	NAAA	N-acylethanolamine acid amidase
257364	0.23866	2.54e-03	0.0904	-3.0183	-0.2728519	305.95	SNX33	sorting nexin 33
162239	0.2394	2.57e-03	0.1853	-3.015354	-0.5588945	192.49	ZFP1	ZFP1 zinc finger protein
9069	0.24218	2.61e-03	0.0977	-3.009868	-0.2939951	406.2	CLDN12	claudin 12
283316	0.24498	2.66e-03	0.359	3.004392	1.0785676	13.18	CD163L1	CD163 molecule like 1
10808	0.24732	2.70e-03	0.1608	2.999523	0.482286	284.67	HSPH1	heat shock protein family H (Hsp110) member 1
4498	0.25038	2.76e-03	0.64	-2.993813	-1.9161153	31.89	MT1JP	metallothionein 1J, pseudogene
4907	0.25062	2.81e-03	0.1696	-2.98771	-0.5066595	563.48	NT5E	5'-nucleotidase ecto
51380	0.25062	2.80e-03	0.2043	2.98852	0.6105508	294.5	CSAD	cysteine sulfinic acid decarboxylase
144423	0.25062	2.79e-03	0.1881	-2.989938	-0.5624249	256.56	GLT1D1	glycosyltransferase 1 domain containing 1
1519	0.25224	2.85e-03	0.1482	-2.983824	-0.4422165	912.01	CTSO	cathepsin O
563	0.2549	2.89e-03	0.1263	-2.978694	-0.376276	20801.43	AZGP1	alpha-2-glycoprotein 1, zinc-binding
1889	0.25806	2.98e-03	0.1178	-2.970252	-0.3498697	920.53	ECE1	endothelin converting enzyme 1
729970	0.25806	2.97e-03	0.1592	-2.970732	-0.472822	108.35	CNN3-DT	CNN3 divergent transcript
79752	0.25806	2.99e-03	0.1552	-2.968503	-0.4606637	173.9	ZFAND1	zinc finger AN1-type containing 1
861	0.25806	3.00e-03	0.206	2.967383	0.6114123	50.85	RUNX1	RUNX family transcription factor 1
3080	0.25864	3.05e-03	0.1218	-2.962982	-0.3609874	4645.59	CFHR2	complement factor H related 2
192683	0.25864	3.04e-03	0.3875	2.963821	1.1485684	37.29	SCAMP5	secretory carrier membrane protein 5
200373	0.26804	3.25e-03	0.349	2.942866	1.0269762	12.48	CFAP221	cilia and flagella associated protein 221
1026	0.26804	3.20e-03	0.2259	2.947828	0.6659316	410.76	CDKN1A	cyclin dependent kinase inhibitor 1A
83742	0.26804	3.18e-03	0.175	2.949559	0.5162313	64.31	MARVELD1	MARVEL domain containing 1
84650	0.26804	3.24e-03	0.104	-2.944269	-0.3063069	779.25	EBPL	EBP like
101929664	0.26804	3.22e-03	0.268	-2.946334	-0.7895295	119	HORMAD2-AS1	HORMAD2 and MTMR3 antisense RNA 1
23635	0.27029	3.30e-03	0.3305	2.938473	0.9712387	32.04	SSBP2	single stranded DNA binding protein 2
83931	0.27321	3.37e-03	0.1148	-2.931405	-0.3366582	475.77	STK40	serine/threonine kinase 40
287	0.27321	3.39e-03	0.2802	2.929808	0.8209733	14.28	ANK2	ankyrin 2
55665	0.27321	3.37e-03	0.098	-2.932086	-0.2873054	210.1	URGCP	upregulator of cell proliferation
26577	0.2755	3.44e-03	0.2311	-2.925448	-0.6762061	206.2	PCOLCE2	procollagen C-endopeptidase enhancer 2
11340	0.27623	3.48e-03	0.1144	2.921737	0.33434	81.56	EXOSC8	exosome component 8
51497	0.27623	3.49e-03	0.0831	-2.921129	-0.2427498	468.85	NELFCD	negative elongation factor complex member C/D
200186	0.27744	3.52e-03	0.1157	-2.918026	-0.3376527	133.41	CRTC2	CREB regulated transcription coactivator 2
1979	0.27958	3.59e-03	0.1221	-2.912183	-0.3555574	2212.96	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
9956	0.27958	3.58e-03	0.4011	2.913371	1.168675	20.21	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
150381	0.2836	3.66e-03	0.2334	2.905998	0.6782661	17.08	PRR34-AS1	PRR34 antisense RNA 1
7508	0.29369	3.82e-03	0.0793	-2.892399	-0.2293578	276.59	XPC	XPC complex subunit, DNA damage recognition and repair factor
154807	0.29369	3.89e-03	0.1121	-2.886576	-0.3235969	510.54	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
51148	0.29369	3.89e-03	0.2882	2.886664	0.8320346	35.36	CERCAM	cerebral endothelial cell adhesion molecule
23555	0.29369	3.86e-03	0.2015	2.889343	0.5822936	37.18	TSPAN15	tetraspanin 15
10516	0.29369	3.87e-03	0.2434	2.888359	0.7030283	280.68	FBLN5	fibulin 5
55166	0.29375	3.94e-03	0.2467	2.883175	0.7113182	17.61	CENPQ	centromere protein Q
85012	0.29375	3.93e-03	0.1842	2.883645	0.5310463	22.24	TCEAL3	transcription elongation factor A like 3
259217	0.29407	3.97e-03	0.2255	2.880548	0.649473	14.35	HSPA12A	heat shock protein family A (Hsp70) member 12A
50628	0.29407	3.98e-03	0.1212	-2.879517	-0.3488755	103.49	GEMIN4	gem nuclear organelle associated protein 4
23492	0.29407	4.00e-03	0.134	-2.877901	-0.3855975	215.91	CBX7	chromobox 7
728	0.29438	4.03e-03	0.2984	2.875931	0.8583062	23.39	C5AR1	complement C5a receptor 1
6999	0.2995	4.12e-03	0.2134	-2.868865	-0.6123165	4225.72	TDO2	tryptophan 2,3-dioxygenase
3908	0.30045	4.22e-03	0.1949	2.861425	0.5577358	88.08	LAMA2	laminin subunit alpha 2
107984218	0.30045	4.20e-03	0.3905	-2.862965	-1.1178539	17.22	LOC107984218	uncharacterized LOC107984218
120425	0.30045	4.20e-03	0.1642	2.86255	0.4699501	63.98	JAML	junction adhesion molecule like
55020	0.30045	4.17e-03	0.1205	-2.864809	-0.3451315	1954.32	TTC38	tetratricopeptide repeat domain 38
4837	0.30121	4.25e-03	0.3539	-2.859043	-1.0117497	1468.57	NNMT	nicotinamide N-methyltransferase
8514	0.3057	4.46e-03	0.2677	2.843982	0.7612972	65.39	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
10057	0.3057	4.37e-03	0.248	2.850094	0.7069441	24.37	ABCC5	ATP binding cassette subfamily C member 5
6039	0.3057	4.41e-03	0.2438	2.847368	0.6942804	40.99	RNASE6	ribonuclease A family member k6
23204	0.3057	4.46e-03	0.1371	-2.843399	-0.3899461	3577.8	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1
10200	0.3057	4.46e-03	0.1689	2.843577	0.480275	42.63	MPHOSPH6	M-phase phosphoprotein 6
57333	0.3057	4.43e-03	0.2497	2.846143	0.7106693	75.51	RCN3	reticulocalbin 3
100874260	0.3057	4.36e-03	0.4409	2.850664	1.2568866	19.73	UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5
92344	0.30612	4.49e-03	0.1685	2.841423	0.4788393	34.25	GORAB	golgin, RAB6 interacting
144811	0.30778	4.54e-03	0.151	2.838166	0.4286581	68.68	LACC1	laccase domain containing 1
2149	0.30852	4.57e-03	0.2181	2.835881	0.6185817	154.83	F2R	coagulation factor II thrombin receptor
100288142	0.31045	4.69e-03	0.3683	2.82767	1.0414207	80.81	NBPF20	NBPF member 20
9970	0.31045	4.87e-03	0.1245	-2.815377	-0.3503767	636.3	NR1I3	nuclear receptor subfamily 1 group I member 3
79843	0.31045	4.84e-03	0.3566	-2.817673	-1.0048024	19.68	FAM124B	family with sequence similarity 124 member B
255167	0.31045	4.69e-03	0.1981	-2.827646	-0.560047	573.22	LINC01018	long intergenic non-protein coding RNA 1018
23037	0.31045	4.71e-03	0.3327	2.826211	0.9403408	17.36	PDZD2	PDZ domain containing 2
340061	0.31045	4.88e-03	0.1688	2.814663	0.4751278	103.35	STING1	stimulator of interferon response cGAMP interactor 1
5097	0.31045	4.85e-03	0.1509	-2.816918	-0.42496	513.08	PCDH1	protocadherin 1
6444	0.31045	4.78e-03	0.2213	2.821704	0.6243959	23.72	SGCD	sarcoglycan delta
79694	0.31045	4.70e-03	0.1145	-2.827057	-0.3237717	205.87	MANEA	mannosidase endo-alpha
26002	0.31045	4.73e-03	0.3476	2.824736	0.9819594	20.4	MOXD1	monooxygenase DBH like 1
105379237	0.31045	4.88e-03	0.3289	2.814638	0.9258429	38.47	LOC105379237	uncharacterized LOC105379237
79845	0.31045	4.82e-03	0.2787	2.818729	0.7856185	19.31	RNF122	ring finger protein 122
1389	0.31045	4.76e-03	0.096	-2.822696	-0.2708413	706.79	CREBL2	cAMP responsive element binding protein like 2
51063	0.314	4.96e-03	0.2203	2.809515	0.6188419	31.02	CALHM2	calcium homeostasis modulator family member 2
1544	0.314	4.98e-03	0.3089	-2.808107	-0.8674939	9672.17	CYP1A2	cytochrome P450 family 1 subfamily A member 2
23648	0.31859	5.30e-03	0.1514	-2.787998	-0.4221447	419.08	SSBP3	single stranded DNA binding protein 3
23612	0.31859	5.28e-03	0.3335	2.789311	0.9302302	52.63	PHLDA3	pleckstrin homology like domain family A member 3
4780	0.31859	5.23e-03	0.0786	-2.792285	-0.2194619	513.16	NFE2L2	NFE2 like bZIP transcription factor 2
202018	0.31859	5.20e-03	0.081	-2.794423	-0.2263905	484.54	TAPT1	transmembrane anterior posterior transformation 1
1062	0.31859	5.19e-03	0.4957	2.794809	1.3854854	14.08	CENPE	centromere protein E
54205	0.31859	5.19e-03	0.1331	2.79517	0.3720926	593.21	CYCS	cytochrome c, somatic
6383	0.31859	5.14e-03	0.0991	-2.798398	-0.2772159	4202.71	SDC2	syndecan 2
219623	0.31859	5.27e-03	0.2434	2.789837	0.6789995	16.29	TMEM26	transmembrane protein 26
114902	0.31859	5.11e-03	0.2534	2.800274	0.709484	20.78	C1QTNF5	C1q and TNF related 5
83552	0.31859	5.11e-03	0.2534	2.800274	0.709484	20.78	MFRP	membrane frizzled-related protein
283481	0.31859	5.29e-03	0.1925	-2.789079	-0.536767	34.7	FGF14-AS2	FGF14 antisense RNA 2
60685	0.31891	5.33e-03	0.0896	-2.786304	-0.2497885	635.33	ZFAND3	zinc finger AN1-type containing 3
79084	0.31994	5.37e-03	0.1359	2.78389	0.378328	146.13	WDR77	WD repeat domain 77
493812	0.32265	5.44e-03	0.2132	2.77979	0.5926243	22.28	HCG11	HLA complex group 11
11269	0.32459	5.50e-03	0.092	-2.776486	-0.2553522	271.35	DDX19B	DEAD-box helicase 19B
84873	0.32686	5.56e-03	0.1915	-2.77287	-0.5309541	177.89	ADGRG7	adhesion G protein-coupled receptor G7
822	0.3273	5.77e-03	0.3235	2.760451	0.892885	108.71	CAPG	capping actin protein, gelsolin like
5947	0.3273	5.82e-03	0.1799	2.757874	0.4962439	473.27	RBP1	retinol binding protein 1
1124	0.3273	5.66e-03	0.1104	-2.766591	-0.3053445	416.23	CHN2	chimerin 2
4233	0.3273	5.62e-03	0.1607	-2.769145	-0.4449371	806.37	MET	MET proto-oncogene, receptor tyrosine kinase
157285	0.3273	5.73e-03	0.342	2.762877	0.9448055	17.5	PRAG1	PEAK1 related, kinase-activating pseudokinase 1
85453	0.3273	5.71e-03	0.2694	2.76401	0.7445188	14.99	TSPYL5	TSPY like 5
6482	0.3273	5.74e-03	0.1579	-2.762154	-0.436126	2913.05	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
2907	0.3273	5.81e-03	0.1158	-2.758435	-0.3193994	2379.47	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
3732	0.3273	5.79e-03	0.1455	-2.759247	-0.401493	430.44	CD82	CD82 molecule
