GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10608	2.24e-17	1.38e-19	0.1559	9.054059	1.4113764	774.99	MXD4	MAX dimerization protein 4
23593	2.24e-17	1.37e-19	0.1184	-9.054852	-1.0720151	1394.46	HEBP2	heme binding protein 2
100302739	2.31e-17	1.43e-19	0.207	9.050154	1.8731556	88.1	PCNA-AS1	PCNA antisense RNA 1
79065	2.33e-17	1.45e-19	0.1014	9.048385	0.91746	1247.07	ATG9A	autophagy related 9A
399909	2.73e-17	1.72e-19	0.1497	9.029891	1.3517721	583.39	PCNX3	pecanex 3
5037	2.73e-17	1.73e-19	0.0826	-9.029255	-0.7456329	34403.19	PEBP1	phosphatidylethanolamine binding protein 1
353322	2.85e-17	1.82e-19	0.1429	-9.023594	-1.2896312	63.39	ANKRD37	ankyrin repeat domain 37
10121	2.99e-17	1.92e-19	0.0772	9.017587	0.6959076	901.96	ACTR1A	actin related protein 1A
100500842	4.12e-17	2.67e-19	0.2999	8.981518	2.6939899	272.51	MIR3652	microRNA 3652
55755	4.66e-17	3.05e-19	0.0921	8.967057	0.8256251	1061.4	CDK5RAP2	CDK5 regulatory subunit associated protein 2
64782	4.90e-17	3.23e-19	0.1545	8.960561	1.3842052	315.44	AEN	apoptosis enhancing nuclease
639	5.82e-17	3.86e-19	0.1834	-8.940846	-1.6396041	34.21	PRDM1	PR/SET domain 1
11194	5.84e-17	3.91e-19	0.1598	8.939562	1.428272	481.72	ABCB8	ATP binding cassette subfamily B member 8
7407	5.90e-17	3.97e-19	0.134	8.93775	1.1973363	625.59	VARS1	valyl-tRNA synthetase 1
22984	6.63e-17	4.50e-19	0.0774	8.923938	0.690837	523.55	PDCD11	programmed cell death 11
137964	6.85e-17	4.68e-19	0.0811	8.919499	0.7229638	1539.32	GPAT4	glycerol-3-phosphate acyltransferase 4
51493	7.13e-17	4.91e-19	0.1123	8.914246	1.0012239	1660.29	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
51667	7.17e-17	4.97e-19	0.0874	8.912825	0.7792104	858.92	NUB1	negative regulator of ubiquitin like proteins 1
9114	7.53e-17	5.26e-19	0.1198	8.906712	1.0668929	1099.14	ATP6V0D1	ATPase H+ transporting V0 subunit d1
10469	8.28e-17	5.82e-19	0.11	8.89534	0.9786185	431.85	TIMM44	translocase of inner mitochondrial membrane 44
83985	9.27e-17	6.57e-19	0.1368	8.881996	1.214873	360.95	SPNS1	SPNS lysolipid transporter 1, lysophospholipid
24144	1.05e-16	7.51e-19	0.0681	8.867086	0.6036586	613.97	TFIP11	tuftelin interacting protein 11
375061	1.16e-16	8.36e-19	0.1456	-8.855171	-1.289211	61.48	FAM89A	family with sequence similarity 89 member A
131118	1.17e-16	8.43e-19	0.1128	-8.854186	-0.9991117	800.88	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
9708	1.36e-16	9.91e-19	0.1492	-8.83615	-1.3180988	27.65	PCDHGA8	protocadherin gamma subfamily A, 8
3916	1.56e-16	1.15e-18	0.0878	8.819912	0.7740725	5499.66	LAMP1	lysosomal associated membrane protein 1
10929	1.57e-16	1.16e-18	0.0639	-8.818646	-0.5631835	696.17	SRSF8	serine and arginine rich splicing factor 8
2920	1.60e-16	1.19e-18	0.2748	-8.815598	-2.4225809	1405.75	CXCL2	C-X-C motif chemokine ligand 2
90634	1.65e-16	1.24e-18	0.1562	-8.811219	-1.376622	1313.69	N4BP2L1	NEDD4 binding protein 2 like 1
29927	1.69e-16	1.27e-18	0.1075	8.808251	0.9465424	5263.81	SEC61A1	SEC61 translocon subunit alpha 1
90522	1.71e-16	1.30e-18	0.1339	8.805746	1.1789876	422.33	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein
54865	1.73e-16	1.33e-18	0.114	8.803517	1.0032189	256.93	GPATCH4	G-patch domain containing 4 (gene/pseudogene)
114483834	1.73e-16	1.33e-18	0.1059	8.803482	0.9319415	139.95	ABCF2-H2BK1	ABCF2-H2BK1 readthrough
441461	1.81e-16	1.40e-18	0.1687	-8.797285	-1.4841274	22.61	STX17-DT	STX17 divergent transcript
8078	1.81e-16	1.41e-18	0.095	8.796995	0.8358005	1041.81	USP5	ubiquitin specific peptidase 5
347733	1.91e-16	1.49e-18	0.1954	8.790057	1.7174894	305.43	TUBB2B	tubulin beta 2B class IIb
4293	1.92e-16	1.52e-18	0.1113	8.788394	0.9782817	141.73	MAP3K9	mitogen-activated protein kinase kinase kinase 9
200205	1.95e-16	1.55e-18	0.1232	8.786165	1.0821638	279.04	IBA57	iron-sulfur cluster assembly factor IBA57
23326	2.06e-16	1.65e-18	0.087	8.779192	0.7638152	2207.84	USP22	ubiquitin specific peptidase 22
112939	2.16e-16	1.74e-18	0.1387	8.77309	1.2167947	423.06	NACC1	nucleus accumbens associated 1
57161	2.33e-16	1.89e-18	0.2006	-8.763884	-1.7577714	48.16	PELI2	pellino E3 ubiquitin protein ligase family member 2
100505741	2.54e-16	2.07e-18	0.1899	-8.753432	-1.6622905	53.78	SPATA1	spermatogenesis associated 1
79711	2.61e-16	2.13e-18	0.1216	8.750064	1.0640287	352.58	IPO4	importin 4
5834	2.75e-16	2.26e-18	0.1234	8.743451	1.0790652	511.77	PYGB	glycogen phosphorylase B
7371	2.83e-16	2.34e-18	0.0923	8.739484	0.8062287	312.15	UCK2	uridine-cytidine kinase 2
6837	2.83e-16	2.36e-18	0.1236	8.738736	1.080477	248.18	MED22	mediator complex subunit 22
81853	2.88e-16	2.41e-18	0.111	-8.73608	-0.9694763	1082.67	TMEM14B	transmembrane protein 14B
80131	3.13e-16	2.64e-18	0.1607	8.72594	1.4021931	122.36	LRRC8E	leucine rich repeat containing 8 VRAC subunit E
84271	3.14e-16	2.66e-18	0.0798	8.725054	0.6964844	1025.14	POLDIP3	DNA polymerase delta interacting protein 3
101927560	3.19e-16	2.72e-18	0.2628	-8.722366	-2.2922145	28.41	LOC101927560	uncharacterized LOC101927560
7706	3.65e-16	3.14e-18	0.0929	8.706463	0.8090349	1972.53	TRIM25	tripartite motif containing 25
3251	3.73e-16	3.22e-18	0.1904	-8.703392	-1.6575146	338.74	HPRT1	hypoxanthine phosphoribosyltransferase 1
9683	3.78e-16	3.28e-18	0.0757	8.701173	0.6583415	434.47	N4BP1	NEDD4 binding protein 1
10419	3.79e-16	3.31e-18	0.0969	8.700361	0.8429913	459.36	PRMT5	protein arginine methyltransferase 5
3398	4.27e-16	3.75e-18	0.1667	-8.686259	-1.4475759	3419.7	ID2	inhibitor of DNA binding 2
84790	4.47e-16	3.94e-18	0.119	8.680403	1.0327018	1355.7	TUBA1C	tubulin alpha 1c
3491	4.90e-16	4.35e-18	0.3077	-8.669148	-2.6678427	191.72	CCN1	cellular communication network factor 1
10985	5.78e-16	5.16e-18	0.0852	8.649714	0.7366114	1447.67	GCN1	GCN1 activator of EIF2AK4
55697	6.09e-16	5.47e-18	0.1089	8.643175	0.9416051	531.63	VAC14	VAC14 component of PIKFYVE complex
51004	6.58e-16	5.94e-18	0.1077	-8.633736	-0.9295735	1116.67	COQ6	coenzyme Q6, monooxygenase
101929384	6.70e-16	6.08e-18	0.2529	8.630971	2.1826565	78.8	SLC6A12-AS1	SLC6A12 antisense RNA 1
8517	6.71e-16	6.12e-18	0.1512	8.630231	1.3048387	284.22	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
378805	7.31e-16	6.71e-18	0.138	-8.61979	-1.1894206	59.62	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript
7786	7.39e-16	6.82e-18	0.1539	-8.617831	-1.326583	525.31	MAP3K12	mitogen-activated protein kinase kinase kinase 12
259307	7.81e-16	7.25e-18	0.278	8.610904	2.3940122	624.26	IL4I1	interleukin 4 induced 1
10063	7.81e-16	7.29e-18	0.1148	-8.610277	-0.9881388	901.77	COX17	cytochrome c oxidase copper chaperone COX17
56943	8.90e-16	8.35e-18	0.078	-8.594728	-0.6702465	1147.02	ENY2	ENY2 transcription and export complex 2 subunit
1778	9.03e-16	8.52e-18	0.1172	8.592373	1.0071701	2727.02	DYNC1H1	dynein cytoplasmic 1 heavy chain 1
112	9.99e-16	9.47e-18	0.1092	8.58022	0.9366651	488.48	ADCY6	adenylate cyclase 6
100852407	1.03e-15	9.78e-18	0.2142	8.576525	1.8369724	53.09	CARS1-AS1	CARS1 antisense RNA 1
7290	1.12e-15	1.08e-17	0.0833	8.56555	0.7138215	679.64	HIRA	histone cell cycle regulator
114915	1.15e-15	1.11e-17	0.1481	-8.562421	-1.2677669	135.88	EPB41L4A-AS1	EPB41L4A antisense RNA 1
100132774	1.20e-15	1.16e-17	0.0997	8.556545	0.8529341	101.07	KDM4A-AS1	KDM4A antisense RNA 1
2232	1.32e-15	1.29e-17	0.1705	8.544944	1.4570781	347.68	FDXR	ferredoxin reductase
6207	1.47e-15	1.43e-17	0.1304	-8.532432	-1.1122168	5375.6	RPS13	ribosomal protein S13
10252	1.54e-15	1.51e-17	0.1142	-8.526398	-0.9738419	149.03	SPRY1	sprouty RTK signaling antagonist 1
107986152	1.65e-15	1.63e-17	0.3101	-8.517484	-2.6411952	139.25	LOC107986152	
5937	1.69e-15	1.68e-17	0.173	-8.513946	-1.4731156	327.33	RBMS1	RNA binding motif single stranded interacting protein 1
9382	1.72e-15	1.72e-17	0.0844	8.511446	0.7179411	396.25	COG1	component of oligomeric golgi complex 1
10197	1.77e-15	1.78e-17	0.0902	8.507372	0.7677372	862.87	PSME3	proteasome activator subunit 3
63874	1.83e-15	1.84e-17	0.0966	8.503443	0.8210117	524.35	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B
977	1.91e-15	1.94e-17	0.1334	8.497304	1.1333144	2578.22	CD151	CD151 molecule (Raph blood group)
8835	1.91e-15	1.93e-17	0.3113	-8.497785	-2.6450332	191	SOCS2	suppressor of cytokine signaling 2
105378590	1.95e-15	1.99e-17	0.2607	8.494208	2.2143918	62.52	LOC105378590	uncharacterized LOC105378590
1839	2.11e-15	2.17e-17	0.2076	-8.484437	-1.7613807	26.16	HBEGF	heparin binding EGF like growth factor
55056	2.12e-15	2.19e-17	0.1084	-8.483212	-0.9199611	173.24	GABPB1-IT1	GABPB1 intronic transcript
7866	2.28e-15	2.37e-17	0.1087	8.474142	0.9208722	942.32	IFRD2	interferon related developmental regulator 2
53842	2.28e-15	2.38e-17	0.2577	-8.473459	-2.183365	30.04	CLDN22	claudin 22
3654	2.28e-15	2.39e-17	0.134	8.473264	1.1356177	783.12	IRAK1	interleukin 1 receptor associated kinase 1
7186	2.33e-15	2.45e-17	0.1296	8.470215	1.0973508	195.48	TRAF2	TNF receptor associated factor 2
57617	2.49e-15	2.64e-17	0.1033	8.461619	0.8744079	396.92	VPS18	VPS18 core subunit of CORVET and HOPS complexes
2475	2.70e-15	2.87e-17	0.1094	8.451795	0.9247604	1596.43	MTOR	mechanistic target of rapamycin kinase
57541	2.80e-15	2.99e-17	0.0812	8.446906	0.6861775	217.09	ZNF398	zinc finger protein 398
8878	2.88e-15	3.09e-17	0.1067	8.443068	0.9011972	8781.23	SQSTM1	sequestosome 1
7283	2.90e-15	3.13e-17	0.1132	8.441622	0.9555804	360.86	TUBG1	tubulin gamma 1
3484	3.06e-15	3.31e-17	0.5825	-8.435073	-4.9136141	1116.48	IGFBP1	insulin like growth factor binding protein 1
10615	3.22e-15	3.50e-17	0.103	8.428505	0.8679909	331.68	SPAG5	sperm associated antigen 5
376940	3.28e-15	3.59e-17	0.1258	-8.425635	-1.0598925	178.55	ZC3H6	zinc finger CCCH-type containing 6
51228	3.75e-15	4.12e-17	0.0794	-8.409535	-0.6679754	287.68	GLTP	glycolipid transfer protein
6167	3.76e-15	4.15e-17	0.1338	-8.408642	-1.1250916	9116.71	RPL37	ribosomal protein L37
148223	4.20e-15	4.65e-17	0.1624	8.395191	1.3633974	255.27	C19orf25	chromosome 19 open reading frame 25
8974	4.25e-15	4.73e-17	0.1341	8.393299	1.1254341	301.11	P4HA2	prolyl 4-hydroxylase subunit alpha 2
2030	4.82e-15	5.38e-17	0.1124	8.377994	0.9416943	2184.35	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
101927682	4.87e-15	5.46e-17	0.2	8.376296	1.6750028	221.07	CD81-AS1	CD81 antisense RNA 1
1907	5.09e-15	5.75e-17	0.3757	8.370318	3.1446688	29.16	EDN2	endothelin 2
9045	5.09e-15	5.77e-17	0.0797	-8.369837	-0.6667012	6508.25	RPL14	ribosomal protein L14
51218	5.38e-15	6.12e-17	0.1316	-8.362849	-1.1007137	1025.51	GLRX5	glutaredoxin 5
359948	5.59e-15	6.42e-17	0.1192	-8.357256	-0.9959862	1389.13	IRF2BP2	interferon regulatory factor 2 binding protein 2
100130733	5.59e-15	6.40e-17	0.223	-8.357663	-1.8637523	24.88	LRRC70	leucine rich repeat containing 70
100874111	5.73e-15	6.60e-17	0.268	8.353974	2.2390547	291.06	STEAP3-AS1	STEAP3 antisense RNA 1
7852	5.92e-15	6.86e-17	0.2405	-8.349436	-2.0079711	109.28	CXCR4	C-X-C motif chemokine receptor 4
6709	5.92e-15	6.88e-17	0.1361	8.349068	1.1362244	2378.01	SPTAN1	spectrin alpha, non-erythrocytic 1
1209	6.07e-15	7.08e-17	0.1429	8.345656	1.1925299	1663.63	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking
27113	6.32e-15	7.41e-17	0.2811	8.340234	2.3444192	58.34	BBC3	BCL2 binding component 3
5764	6.68e-15	7.87e-17	0.1707	-8.333188	-1.422394	66.45	PTN	pleiotrophin
