GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
113219467	1.02e-33	1.20e-36	0.2511	12.64417	3.1752207	24974.82	MIR12136	microRNA 12136
84962	5.01e-33	6.23e-36	0.1534	12.514313	1.9194905	415.32	AJUBA	ajuba LIM protein
4784	6.47e-33	8.48e-36	0.0873	-12.489853	-1.0907892	994.63	NFIX	nuclear factor I X
100302285	7.57e-33	1.04e-35	0.1117	12.473493	1.3934925	209.22	MIR1244-1	microRNA 1244-1
3054	1.06e-32	1.52e-35	0.102	-12.443122	-1.2685991	455.83	HCFC1	host cell factor C1
54205	1.19e-32	1.79e-35	0.1255	12.430212	1.5602431	667.12	CYCS	cytochrome c, somatic
201799	1.21e-32	1.91e-35	0.2991	12.425284	3.7162664	145.36	TMEM154	transmembrane protein 154
875	3.16e-32	5.17e-35	0.1017	-12.345173	-1.2551397	2625.75	CBS	cystathionine beta-synthase
4802	5.00e-32	8.52e-35	0.0738	-12.304947	-0.9076008	366.93	NFYC	nuclear transcription factor Y subunit gamma
105377700	6.87e-32	1.21e-34	0.3262	12.27627	4.0049791	16.51	LOC105377700	uncharacterized LOC105377700
9332	1.55e-31	2.85e-34	0.2068	-12.207159	-2.5238504	1567.25	CD163	CD163 molecule
388524	3.21e-31	6.09e-34	0.1001	12.145104	1.2161528	511.46	RPSA2	ribosomal protein SA 2
23654	1.98e-30	3.88e-33	0.0983	-11.992674	-1.1783998	3776.67	PLXNB2	plexin B2
6497	3.07e-30	6.23e-33	0.0956	-11.953392	-1.1421838	924.4	SKI	SKI proto-oncogene
5033	4.44e-30	9.30e-33	0.268	-11.920054	-3.1939868	533.28	P4HA1	prolyl 4-hydroxylase subunit alpha 1
245802	7.88e-30	1.70e-32	0.3002	-11.869537	-3.5629854	17.07	MS4A6E	membrane spanning 4-domains A6E
10894	8.14e-30	1.81e-32	0.2306	-11.864356	-2.7356917	667.47	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
10440	1.10e-29	2.52e-32	0.108	11.836633	1.2786618	589.16	TIMM17A	translocase of inner mitochondrial membrane 17A
4574	2.26e-29	5.34e-32	0.2588	11.773672	3.0464493	10637.3	TRNS1	tRNA-Ser
128077	2.38e-29	5.78e-32	0.0999	-11.766919	-1.1758278	276.13	LIX1L	limb and CNS expressed 1 like
53829	4.66e-29	1.16e-31	0.1797	-11.708057	-2.1042588	79.19	P2RY13	purinergic receptor P2Y13
4566	7.40e-29	1.89e-31	0.2343	11.666454	2.732911	78.15	TRNK	tRNA-Lys
2119	3.47e-28	9.10e-31	0.1674	-11.532001	-1.9305352	112.57	ETV5	ETS variant transcription factor 5
102724560	6.38e-28	1.71e-30	0.1108	-11.477335	-1.2716969	2562.32	LOC102724560	cystathionine beta-synthase like
146956	8.35e-28	2.30e-30	0.1652	11.451994	1.8922276	70.48	EME1	essential meiotic structure-specific endonuclease 1
102465428	1.02e-27	2.89e-30	0.1959	-11.432229	-2.2393041	71.82	MIR6717	microRNA 6717
64072	2.19e-27	6.30e-30	0.1685	-11.364242	-1.9144616	354.75	CDH23	cadherin related 23
10471	4.81e-27	1.42e-29	0.1315	11.293126	1.4856077	208.24	PFDN6	prefoldin subunit 6
100874085	5.53e-27	1.67e-29	0.1653	-11.278957	-1.8642313	528.05	NUCB1-AS1	NUCB1 antisense RNA 1
4360	1.10e-26	3.40e-29	0.188	-11.216175	-2.1088718	834.88	MRC1	mannose receptor C-type 1
4637	1.15e-26	3.62e-29	0.1121	11.210636	1.2564107	6484.48	MYL6	myosin light chain 6
109910381	1.27e-26	4.08e-29	0.6329	11.199939	7.0882985	108.66	RNA5-8SN3	RNA, 5.8S ribosomal N3
9578	1.87e-26	6.13e-29	0.0922	-11.163821	-1.0296187	1055.76	CDC42BPB	CDC42 binding protein kinase beta
5199	2.38e-26	7.96e-29	0.1672	-11.140538	-1.8628763	498.9	CFP	complement factor properdin
1850	4.25e-26	1.45e-28	0.3175	11.08719	3.5207333	37.72	DUSP8	dual specificity phosphatase 8
109864274	9.58e-26	3.33e-28	0.6442	11.012514	7.0937782	107.83	RNA5-8SN4	RNA, 5.8S ribosomal N4
100008587	1.19e-25	4.20e-28	0.6363	10.991542	6.9942707	107.36	RNA5-8SN5	RNA, 5.8S ribosomal N5
106632260	1.48e-25	5.34e-28	0.642	10.969794	7.0426173	108.09	RNA5-8SN1	RNA, 5.8S ribosomal N1
64430	1.59e-25	5.84e-28	0.0942	10.961711	1.0321688	537.35	PCNX4	pecanex 4
9612	1.61e-25	6.01e-28	0.1098	-10.959052	-1.2029112	905.04	NCOR2	nuclear receptor corepressor 2
64129	1.67e-25	6.33e-28	0.162	-10.954406	-1.774969	153.21	TINAGL1	tubulointerstitial nephritis antigen like 1
1071	1.76e-25	6.82e-28	0.2276	-10.947645	-2.4920478	419.82	CETP	cholesteryl ester transfer protein
6133	1.99e-25	7.96e-28	0.1346	10.933635	1.4720728	4193.63	RPL9	ribosomal protein L9
109864281	1.99e-25	7.88e-28	0.6521	10.934505	7.1303257	107.1	RNA5-8SN2	RNA, 5.8S ribosomal N2
6397	2.59e-25	1.05e-27	0.1243	-10.90843	-1.3554726	479.64	SEC14L1	SEC14 like lipid binding 1
51540	3.04e-25	1.25e-27	0.1174	-10.892364	-1.2790609	287.82	SCLY	selenocysteine lyase
28996	3.33e-25	1.40e-27	0.1021	-10.882445	-1.1113991	1925.82	HIPK2	homeodomain interacting protein kinase 2
100616256	3.55e-25	1.51e-27	0.1603	10.875177	1.7436025	51.16	MIR4721	microRNA 4721
9348	3.60e-25	1.56e-27	0.2491	-10.872613	-2.7088059	21.09	NDST3	N-deacetylase and N-sulfotransferase 3
54209	4.17e-25	1.88e-27	0.4564	10.855215	4.9543399	32.43	TREM2	triggering receptor expressed on myeloid cells 2
100527943	4.17e-25	1.87e-27	0.113	10.855672	1.2270616	375.31	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough
9701	4.17e-25	1.88e-27	0.0867	-10.85546	-0.9409503	1453.31	PPP6R2	protein phosphatase 6 regulatory subunit 2
1003	9.67e-25	4.43e-27	0.1279	-10.776727	-1.3781877	394.51	CDH5	cadherin 5
8202	1.01e-24	4.70e-27	0.1078	-10.771405	-1.1610669	250.28	NCOA3	nuclear receptor coactivator 3
92086	1.08e-24	5.08e-27	0.2197	10.764149	2.3650852	18.5	GGTLC1	gamma-glutamyltransferase light chain 1
4041	1.59e-24	7.59e-27	0.1034	-10.727207	-1.1096545	2712.39	LRP5	LDL receptor related protein 5
23637	2.31e-24	1.12e-26	0.0904	-10.69128	-0.9666691	220.21	RABGAP1	RAB GTPase activating protein 1
83439	2.44e-24	1.20e-26	0.1442	-10.684743	-1.5405989	116.41	TCF7L1	transcription factor 7 like 1
132228	4.59e-24	2.28e-26	0.1219	10.624872	1.2953481	98.27	LSMEM2	leucine rich single-pass membrane protein 2
101926943	4.77e-24	2.41e-26	0.1214	-10.619934	-1.2889077	67.27	GTF2I-AS1	GTF2I antisense RNA 1
3627	5.16e-24	2.64e-26	0.3251	10.611393	3.4494992	188.88	CXCL10	C-X-C motif chemokine ligand 10
105374739	6.70e-24	3.47e-26	0.1637	-10.585859	-1.7326183	198.85	LOC105374739	uncharacterized LOC105374739
1757	9.13e-24	4.78e-26	0.0921	-10.555617	-0.9726761	3805.67	SARDH	sarcosine dehydrogenase
922	9.21e-24	4.89e-26	0.2752	-10.553637	-2.9044492	1158.93	CD5L	CD5 molecule like
5111	1.08e-23	5.78e-26	0.1042	10.537923	1.0982347	270.26	PCNA	proliferating cell nuclear antigen
102157401	1.15e-23	6.23e-26	0.0996	-10.530737	-1.0488699	262.31	PCBP2-OT1	PCBP2 overlapping transcript 1
219972	1.17e-23	6.46e-26	0.1656	-10.527419	-1.7431476	655.81	MPEG1	macrophage expressed 1
101928154	1.95e-23	1.09e-25	0.2017	10.478436	2.1139965	481.4	LINC01485	long intergenic non-protein coding RNA 1485
9883	2.11e-23	1.19e-25	0.0741	-10.469614	-0.7760416	391.41	POM121	POM121 transmembrane nucleoporin
6815	2.79e-23	1.59e-25	0.0979	-10.442213	-1.022225	461.33	STYX	serine/threonine/tyrosine interacting protein
6728	2.89e-23	1.67e-25	0.1131	10.437688	1.1809371	217.09	SRP19	signal recognition particle 19
3728	5.24e-23	3.06e-25	0.0892	-10.379995	-0.9259845	1612.02	JUP	junction plakoglobin
378	5.47e-23	3.22e-25	0.1094	10.374979	1.1348118	1122.38	ARF4	ADP ribosylation factor 4
5138	8.49e-23	5.06e-25	0.1579	-10.331733	-1.6315302	386.12	PDE2A	phosphodiesterase 2A
9079	1.46e-22	8.82e-25	0.1489	-10.278417	-1.530955	226.4	LDB2	LIM domain binding 2
6614	1.59e-22	9.67e-25	0.2069	-10.26947	-2.1243313	297.38	SIGLEC1	sialic acid binding Ig like lectin 1
93081	1.97e-22	1.21e-24	0.1239	10.247479	1.2696589	180.12	TEX30	testis expressed 30
2171	2.03e-22	1.26e-24	0.2781	10.243758	2.8491454	50.04	FABP5	fatty acid binding protein 5
105371873	2.99e-22	1.88e-24	0.3759	10.205221	3.8358891	59.78	LOC105371873	
114132	3.51e-22	2.23e-24	0.2095	-10.188495	-2.1348795	40.2	SIGLEC11	sialic acid binding Ig like lectin 11
105379193	3.94e-22	2.53e-24	0.178	-10.176323	-1.8115392	100.13	LOC105379193	uncharacterized LOC105379193
102724916	3.99e-22	2.59e-24	0.2762	10.174052	2.8099241	14.08	LOC102724916	uncharacterized LOC102724916
25902	5.11e-22	3.35e-24	0.1702	10.148992	1.7270517	59.1	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
10370	8.00e-22	5.29e-24	0.1258	-10.104163	-1.271148	821.58	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
5573	9.84e-22	6.57e-24	0.0994	-10.082944	-1.0017452	1379.06	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
390732	1.08e-21	7.29e-24	0.1753	10.072739	1.7659062	1409.68	CES1P2	carboxylesterase 1 pseudogene 2
55506	1.14e-21	7.75e-24	0.1622	10.066741	1.6323643	89.75	MACROH2A2	macroH2A.2 histone
2675	1.17e-21	8.03e-24	0.2407	-10.063267	-2.4219998	45.87	GFRA2	GDNF family receptor alpha 2
10955	1.27e-21	8.82e-24	0.0731	-10.053989	-0.7351209	1631.84	SERINC3	serine incorporator 3
10277	2.01e-21	1.41e-23	0.0848	-10.00762	-0.8482487	600.17	UBE4B	ubiquitination factor E4B
100652768	2.18e-21	1.55e-23	0.1117	9.99858	1.1169308	82.02	LOC100652768	uncharacterized LOC100652768
91937	2.27e-21	1.62e-23	0.4338	-9.993887	-4.3350435	147.47	TIMD4	T cell immunoglobulin and mucin domain containing 4
5725	2.54e-21	1.83e-23	0.0824	-9.98166	-0.8221738	1076.33	PTBP1	polypyrimidine tract binding protein 1
10190	2.57e-21	1.89e-23	0.0968	9.978697	0.9660948	126.09	TXNDC9	thioredoxin domain containing 9
2639	2.57e-21	1.90e-23	0.1298	-9.978143	-1.2949834	1552.86	GCDH	glutaryl-CoA dehydrogenase
4511	2.57e-21	1.90e-23	0.4077	9.977908	4.0675666	12706.99	TRNC	tRNA-Cys
55829	2.89e-21	2.16e-23	0.0872	9.965352	0.8690744	369.36	SELENOS	selenoprotein S
23239	2.96e-21	2.23e-23	0.1447	-9.962065	-1.4411344	668.55	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1
3762	3.53e-21	2.68e-23	0.274	9.943823	2.7242185	16.2	KCNJ5	potassium inwardly rectifying channel subfamily J member 5
285636	3.77e-21	2.89e-23	0.1342	-9.936526	-1.3333261	137.99	RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1
54870	3.93e-21	3.04e-23	0.0737	-9.931407	-0.7314609	336.5	QRICH1	glutamine rich 1
29916	4.32e-21	3.37e-23	0.0907	9.921125	0.8995819	169.9	SNX11	sorting nexin 11
255762	4.89e-21	3.84e-23	0.1613	-9.907991	-1.5986166	73.3	PDZD9	PDZ domain containing 9
3950	5.67e-21	4.49e-23	0.1196	9.892339	1.1835939	3682.28	LECT2	leukocyte cell derived chemotaxin 2
1393	6.54e-21	5.23e-23	0.1518	-9.87713	-1.4989468	1074.34	CRHBP	corticotropin releasing hormone binding protein
10092	6.66e-21	5.37e-23	0.0876	9.874567	0.8650815	903.83	ARPC5	actin related protein 2/3 complex subunit 5
5091	9.07e-21	7.37e-23	0.119	-9.842693	-1.1716908	2813.35	PC	pyruvate carboxylase
51330	9.67e-21	7.92e-23	0.3343	9.83545	3.2878017	51.59	TNFRSF12A	TNF receptor superfamily member 12A
100302183	1.26e-20	1.04e-22	0.1878	9.807784	1.8421213	26.63	MIR1825	microRNA 1825
23428	1.62e-20	1.35e-22	0.1679	-9.781947	-1.642409	196.57	SLC7A8	solute carrier family 7 member 8
107986183	1.92e-20	1.61e-22	0.3813	-9.763744	-3.7227228	19.34	LOC107986183	
57402	2.13e-20	1.80e-22	0.182	9.752318	1.7750724	143.65	S100A14	S100 calcium binding protein A14
7994	2.25e-20	1.92e-22	0.1095	-9.746008	-1.0667362	425.53	KAT6A	lysine acetyltransferase 6A
2321	2.61e-20	2.24e-22	0.1553	-9.730157	-1.5108302	323.37	FLT1	fms related receptor tyrosine kinase 1
57834	2.78e-20	2.41e-22	0.0889	-9.722987	-0.8648072	1813.06	CYP4F11	cytochrome P450 family 4 subfamily F member 11
124817	4.24e-20	3.69e-22	0.0907	9.679246	0.8780024	112.1	CNTD1	cyclin N-terminal domain containing 1
4568	4.89e-20	4.29e-22	0.3993	9.663982	3.8583602	137.01	TRNL2	tRNA-Leu
84832	5.01e-20	4.43e-22	0.2741	-9.66073	-2.6479416	24.03	ANKRD36BP1	ankyrin repeat domain 36B pseudogene 1
100422885	5.48e-20	4.88e-22	0.1349	9.650777	1.3019577	298.45	MIR1244-2	microRNA 1244-2
8673	6.51e-20	5.84e-22	0.1117	9.63233	1.0762731	1002.42	VAMP8	vesicle associated membrane protein 8
4579	9.91e-20	8.96e-22	0.3726	9.588263	3.5721975	9690.79	TRNY	tRNA-Tyr
473	1.01e-19	9.15e-22	0.1122	-9.586026	-1.0758707	485.36	RERE	arginine-glutamic acid dipeptide repeats
822	1.04e-19	9.57e-22	0.2676	9.581412	2.564103	123.13	CAPG	capping actin protein, gelsolin like
30835	1.06e-19	9.83e-22	0.2546	-9.578652	-2.4384712	159.97	CD209	CD209 molecule
84275	1.56e-19	1.46e-21	0.1601	9.537733	1.5272898	85.52	SLC25A33	solute carrier family 25 member 33
2324	1.56e-19	1.45e-21	0.1854	-9.538441	-1.7682044	207.44	FLT4	fms related receptor tyrosine kinase 4
7298	1.75e-19	1.65e-21	0.1867	9.525032	1.7780825	52.21	TYMS	thymidylate synthetase
1436	2.25e-19	2.13e-21	0.2096	-9.498301	-1.9904849	863.51	CSF1R	colony stimulating factor 1 receptor
112268313	2.28e-19	2.18e-21	0.5511	9.496222	5.2338428	249.89	LOC112268313	
593	2.32e-19	2.23e-21	0.091	-9.493648	-0.8643482	1022.73	BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha
6667	2.56e-19	2.48e-21	0.0802	-9.482697	-0.7606189	533.13	SP1	Sp1 transcription factor
7855	2.61e-19	2.55e-21	0.0896	-9.479764	-0.8491843	822.63	FZD5	frizzled class receptor 5
100422872	2.77e-19	2.73e-21	0.1347	9.472733	1.2762964	79.48	MIR1244-3	microRNA 1244-3
10575	3.12e-19	3.09e-21	0.0818	9.459738	0.7739428	953.71	CCT4	chaperonin containing TCP1 subunit 4
54931	3.14e-19	3.13e-21	0.1114	9.458365	1.0535526	182.84	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
107080644	3.14e-19	3.14e-21	0.1864	-9.457844	-1.7627075	1022.11	CNPY3-GNMT	CNPY3-GNMT readthrough
2350	3.15e-19	3.18e-21	0.2164	-9.456568	-2.0464671	256.57	FOLR2	folate receptor beta
116842	3.96e-19	4.02e-21	0.1769	9.432084	1.6681425	2319.33	LEAP2	liver enriched antimicrobial peptide 2
1000	4.55e-19	4.65e-21	0.1219	-9.416809	-1.1476798	1449.15	CDH2	cadherin 2
283131	5.54e-19	5.70e-21	0.5256	9.395346	4.9383555	3311.78	NEAT1	nuclear paraspeckle assembly transcript 1
102724532	6.09e-19	6.31e-21	0.1457	9.384765	1.3674893	71.12	SP2-DT	SP2 divergent transcript
100996485	6.44e-19	6.79e-21	0.1409	9.377037	1.320809	40.03	PITX1-AS1	PITX1 antisense RNA 1
57862	6.44e-19	6.78e-21	0.0881	9.377159	0.8265706	164.68	ZNF410	zinc finger protein 410
7386	6.44e-19	6.79e-21	0.0778	9.37694	0.7294661	985.01	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
7010	7.06e-19	7.49e-21	0.1254	-9.366561	-1.1742706	215.79	TEK	TEK receptor tyrosine kinase
533	7.67e-19	8.19e-21	0.1136	9.357113	1.0627367	708.3	ATP6V0B	ATPase H+ transporting V0 subunit b
7873	7.80e-19	8.38e-21	0.1983	9.354753	1.8551916	438.13	MANF	mesencephalic astrocyte derived neurotrophic factor
10990	8.03e-19	8.68e-21	0.2174	-9.351048	-2.0329194	180.09	LILRB5	leukocyte immunoglobulin like receptor B5
85014	8.08e-19	8.79e-21	0.1241	9.349674	1.1607179	590.22	TMEM141	transmembrane protein 141
3587	9.45e-19	1.03e-20	0.1724	-9.332563	-1.6085353	141.5	IL10RA	interleukin 10 receptor subunit alpha
8828	9.51e-19	1.05e-20	0.176	-9.331193	-1.6427096	259.53	NRP2	neuropilin 2
29894	9.79e-19	1.08e-20	0.104	-9.327506	-0.9702505	480.8	CPSF1	cleavage and polyadenylation specific factor 1
119032	1.03e-18	1.15e-20	0.1613	9.321544	1.5035832	559.85	BORCS7	BLOC-1 related complex subunit 7
84817	1.12e-18	1.25e-20	0.1102	9.312423	1.0264078	515.81	TXNDC17	thioredoxin domain containing 17
5581	1.19e-18	1.34e-20	0.2647	9.304768	2.4625608	263.91	PRKCE	protein kinase C epsilon
2889	1.61e-18	1.82e-20	0.0849	-9.272331	-0.7870723	695.61	RAPGEF1	Rap guanine nucleotide exchange factor 1
23095	1.98e-18	2.26e-20	0.0954	-9.249423	-0.8821733	774.55	KIF1B	kinesin family member 1B
1373	2.03e-18	2.33e-20	0.1818	-9.245929	-1.6807535	46606.98	CPS1	carbamoyl-phosphate synthase 1
221184	2.05e-18	2.37e-20	0.1229	-9.244326	-1.1357028	171.08	CPNE2	copine 2
101928120	2.05e-18	2.38e-20	0.1111	9.243705	1.0273578	95.07	LOC101928120	uncharacterized LOC101928120
51065	2.20e-18	2.57e-20	0.1396	9.235555	1.2890057	754.25	RPS27L	ribosomal protein S27 like
55266	2.25e-18	2.64e-20	0.1113	9.232781	1.0274523	426.51	TMEM19	transmembrane protein 19
8760	2.46e-18	2.90e-20	0.1006	-9.222501	-0.9277007	779.74	CDS2	CDP-diacylglycerol synthase 2
23179	2.60e-18	3.08e-20	0.1254	-9.216026	-1.1553784	297.65	RGL1	ral guanine nucleotide dissociation stimulator like 1
9414	2.63e-18	3.13e-20	0.0962	-9.214294	-0.8866086	1019.96	TJP2	tight junction protein 2
100463486	3.02e-18	3.62e-20	0.3531	9.198643	3.2482146	4513.84	MTRNR2L8	MT-RNR2 like 8 (pseudogene)
7409	3.25e-18	3.92e-20	0.1745	-9.190286	-1.6036283	72.86	VAV1	vav guanine nucleotide exchange factor 1
100130283	3.41e-18	4.13e-20	0.133	9.184636	1.2218844	231.77	LOC100130283	uncharacterized LOC100130283
9772	3.73e-18	4.55e-20	0.0776	-9.174203	-0.7122898	652.63	TMEM94	transmembrane protein 94
26262	3.93e-18	4.81e-20	0.0897	9.168183	0.8225589	401.08	TSPAN17	tetraspanin 17
4570	4.02e-18	4.96e-20	0.4218	9.16495	3.8656925	4337.6	TRNN	tRNA-Asn
121599	4.06e-18	5.02e-20	0.2897	-9.163484	-2.6544806	13.54	SPIC	Spi-C transcription factor
64881	4.08e-18	5.08e-20	0.5121	-9.162276	-4.6918278	48.42	PCDH20	protocadherin 20
84696	4.29e-18	5.37e-20	0.1386	9.156255	1.2689317	112.46	ABHD1	abhydrolase domain containing 1
23508	5.18e-18	6.51e-20	0.341	9.135437	3.1154892	60.25	TTC9	tetratricopeptide repeat domain 9
23113	6.16e-18	7.80e-20	0.0878	-9.115866	-0.8006725	212.38	CUL9	cullin 9
493860	6.16e-18	7.83e-20	0.1532	9.115578	1.3962471	127.2	CCDC73	coiled-coil domain containing 73
25777	6.92e-18	8.84e-20	0.0852	-9.102404	-0.7757227	2282.71	SUN2	Sad1 and UNC84 domain containing 2
27232	7.16e-18	9.19e-20	0.2036	-9.09813	-1.8522922	995.63	GNMT	glycine N-methyltransferase
100101267	7.69e-18	9.93e-20	0.0813	-9.089742	-0.7389994	343.37	POM121C	POM121 transmembrane nucleoporin C
55015	7.95e-18	1.03e-19	0.1041	9.085616	0.9455646	198.67	PRPF39	pre-mRNA processing factor 39
8291	8.00e-18	1.04e-19	0.1348	-9.084314	-1.224944	661.39	DYSF	dysferlin
27154	8.30e-18	1.09e-19	0.1077	-9.079877	-0.9777677	444.75	BRPF3	bromodomain and PHD finger containing 3
2305	8.46e-18	1.11e-19	0.238	9.077259	2.1605035	23.49	FOXM1	forkhead box M1
7077	8.50e-18	1.13e-19	0.1266	-9.0761	-1.1490092	1548.23	TIMP2	TIMP metallopeptidase inhibitor 2
103504734	8.94e-18	1.19e-19	0.137	9.07007	1.2424749	74.09	MIR1244-4	microRNA 1244-4
2909	1.13e-17	1.51e-19	0.0893	-9.043986	-0.8078167	2362.02	ARHGAP35	Rho GTPase activating protein 35
7979	1.16e-17	1.56e-19	0.1139	9.040325	1.0297079	1120.79	SEM1	SEM1 26S proteasome subunit
22853	1.26e-17	1.70e-19	0.1215	-9.030968	-1.0973797	296.46	LMTK2	lemur tyrosine kinase 2
2498	1.29e-17	1.76e-19	0.1799	9.027579	1.6237212	170.7	FTH1P3	ferritin heavy chain 1 pseudogene 3
53826	1.29e-17	1.75e-19	0.1192	-9.027661	-1.0763047	410.9	FXYD6	FXYD domain containing ion transport regulator 6
6882	1.30e-17	1.78e-19	0.1026	9.025765	0.9259059	190.82	TAF11	TATA-box binding protein associated factor 11
111188157	1.39e-17	1.92e-19	0.1798	-9.018001	-1.6210788	38.8	LYNX1-SLURP2	LYNX1-SLURP2 readthrough
221395	1.50e-17	2.07e-19	0.1487	-9.009421	-1.3400011	269.78	ADGRF5	adhesion G protein-coupled receptor F5
339390	1.60e-17	2.23e-19	0.1495	-9.001518	-1.346103	825.04	CLEC4G	C-type lectin domain family 4 member G
80833	1.80e-17	2.51e-19	0.2098	8.988164	1.8854431	1224.54	APOL3	apolipoprotein L3
414241	1.85e-17	2.60e-19	0.0988	8.984571	0.8879534	193.99	SHLD2P1	shieldin complex subunit 2 pseudogene 1
22983	1.87e-17	2.64e-19	0.3073	-8.982983	-2.7606627	19.71	MAST1	microtubule associated serine/threonine kinase 1
23324	1.96e-17	2.79e-19	0.0807	-8.976777	-0.7240101	1373.17	MAN2B2	mannosidase alpha class 2B member 2
107984114	1.96e-17	2.79e-19	0.4649	8.976843	4.1728972	15.42	MIR583HG	MIR583 host gene
4575	2.11e-17	3.01e-19	0.4399	8.968405	3.9453416	184.6	TRNS2	tRNA-Ser
56413	2.36e-17	3.39e-19	0.2154	-8.955395	-1.9294134	27.91	LTB4R2	leukotriene B4 receptor 2
9672	2.46e-17	3.54e-19	0.1483	-8.950381	-1.3273903	868.81	SDC3	syndecan 3
79031	2.49e-17	3.60e-19	0.1235	8.948504	1.1049294	90.2	PDCL3	phosducin like 3
100533179	2.63e-17	3.82e-19	0.1098	-8.941957	-0.9822404	370.71	UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate)
102288414	2.80e-17	4.10e-19	0.1169	8.934216	1.0444422	99.3	C11orf98	chromosome 11 open reading frame 98
10426	2.80e-17	4.12e-19	0.0962	-8.933825	-0.8591332	192.4	TUBGCP3	tubulin gamma complex associated protein 3
155038	3.00e-17	4.44e-19	0.1423	-8.925442	-1.2702316	286.73	GIMAP8	GTPase, IMAP family member 8
282679	3.00e-17	4.43e-19	0.0829	-8.925789	-0.7397258	316.49	AQP11	aquaporin 11
6566	3.31e-17	4.93e-19	0.1899	-8.913939	-1.6928151	873.7	SLC16A1	solute carrier family 16 member 1
952	3.37e-17	5.03e-19	0.1819	-8.911657	-1.6206374	63.32	CD38	CD38 molecule
59339	3.76e-17	5.65e-19	0.1111	-8.898756	-0.9890073	227.66	PLEKHA2	pleckstrin homology domain containing A2
51611	5.30e-17	7.99e-19	0.0836	8.860112	0.7404783	284.75	DPH5	diphthamide biosynthesis 5
387036	5.46e-17	8.26e-19	0.3022	8.856442	2.6762693	13.98	GUSBP2	GUSB pseudogene 2
132299	5.62e-17	8.58e-19	0.0838	8.852261	0.7415234	876.98	OCIAD2	OCIA domain containing 2
3791	5.62e-17	8.57e-19	0.2156	-8.852334	-1.9082917	816.57	KDR	kinase insert domain receptor
23371	5.63e-17	8.62e-19	0.1061	-8.851649	-0.9392423	1009.65	TNS2	tensin 2
316	5.75e-17	8.86e-19	0.146	-8.848673	-1.2915494	21897.21	AOX1	aldehyde oxidase 1
51258	5.77e-17	8.91e-19	0.0978	8.84795	0.8657249	886.53	MRPL51	mitochondrial ribosomal protein L51
10395	6.10e-17	9.48e-19	0.1025	-8.841111	-0.9058743	520.74	DLC1	DLC1 Rho GTPase activating protein
5430	6.29e-17	9.80e-19	0.0716	-8.83735	-0.6331445	782.99	POLR2A	RNA polymerase II subunit A
