GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55697	6.54e-18	4.35e-20	0.1051	9.178945	0.9648813	5.40e+02	VAC14	VAC14 component of PIKFYVE complex
3398	6.77e-18	4.54e-20	0.1569	-9.17448	-1.4390223	3.34e+03	ID2	inhibitor of DNA binding 2
79711	6.83e-18	4.62e-20	0.121	9.172626	1.1100899	3.64e+02	IPO4	importin 4
10067	6.97e-18	4.74e-20	0.0735	9.169752	0.6737854	6.61e+02	SCAMP3	secretory carrier membrane protein 3
53842	7.18e-18	4.95e-20	0.2453	-9.165046	-2.2481414	2.75e+01	CLDN22	claudin 22
4141	7.18e-18	4.95e-20	0.0871	9.165131	0.7980642	9.97e+02	MARS1	methionyl-tRNA synthetase 1
81853	7.38e-18	5.13e-20	0.1039	-9.161272	-0.9517503	1.07e+03	TMEM14B	transmembrane protein 14B
3858	8.18e-18	5.72e-20	0.1303	-9.149429	-1.1917489	1.88e+02	KRT10	keratin 10
3916	8.27e-18	5.83e-20	0.0851	9.147491	0.7784852	5.51e+03	LAMP1	lysosomal associated membrane protein 1
11194	1.03e-17	7.32e-20	0.1586	9.122789	1.4468037	4.89e+02	ABCB8	ATP binding cassette subfamily B member 8
90634	1.08e-17	7.73e-20	0.15	-9.116941	-1.3673351	1.28e+03	N4BP2L1	NEDD4 binding protein 2 like 1
378805	1.12e-17	8.09e-20	0.1329	-9.112018	-1.2109761	5.74e+01	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript
2030	1.26e-17	9.15e-20	0.1072	9.098613	0.9753029	2.23e+03	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
101927560	1.29e-17	9.41e-20	0.249	-9.095503	-2.2647845	2.74e+01	LOC101927560	uncharacterized LOC101927560
137964	1.45e-17	1.07e-19	0.0793	9.081752	0.7205984	1.53e+03	GPAT4	glycerol-3-phosphate acyltransferase 4
101929384	1.53e-17	1.13e-19	0.242	9.075527	2.1964399	7.99e+01	SLC6A12-AS1	SLC6A12 antisense RNA 1
112939	1.54e-17	1.15e-19	0.1355	9.07389	1.2297042	4.27e+02	NACC1	nucleus accumbens associated 1
101927682	1.58e-17	1.19e-19	0.1895	9.070385	1.7184864	2.28e+02	CD81-AS1	CD81 antisense RNA 1
29927	1.71e-17	1.29e-19	0.1075	9.06139	0.9738164	5.36e+03	SEC61A1	SEC61 translocon subunit alpha 1
10121	1.71e-17	1.30e-19	0.0758	9.060634	0.6865588	8.95e+02	ACTR1A	actin related protein 1A
7866	1.77e-17	1.35e-19	0.1053	9.05613	0.9540323	9.63e+02	IFRD2	interferon related developmental regulator 2
2920	1.79e-17	1.38e-19	0.2724	-9.053959	-2.4659121	1.30e+03	CXCL2	C-X-C motif chemokine ligand 2
347733	2.02e-17	1.57e-19	0.1942	9.039654	1.755272	3.14e+02	TUBB2B	tubulin beta 2B class IIb
649446	2.02e-17	1.57e-19	0.1435	-9.039713	-1.296817	6.15e+01	DLGAP1-AS1	DLGAP1 antisense RNA 1
1839	2.05e-17	1.61e-19	0.2041	-9.037099	-1.8441151	2.40e+01	HBEGF	heparin binding EGF like growth factor
9114	2.08e-17	1.64e-19	0.1193	9.035075	1.0776887	1.11e+03	ATP6V0D1	ATPase H+ transporting V0 subunit d1
1209	2.12e-17	1.68e-19	0.137	9.032228	1.2376162	1.72e+03	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking
5834	2.65e-17	2.12e-19	0.1185	9.007018	1.0672699	5.08e+02	PYGB	glycogen phosphorylase B
375061	3.33e-17	2.68e-19	0.1431	-8.981234	-1.2848688	6.00e+01	FAM89A	family with sequence similarity 89 member A
57541	3.75e-17	3.03e-19	0.0791	8.967562	0.7094001	2.20e+02	ZNF398	zinc finger protein 398
359948	4.08e-17	3.32e-19	0.1141	-8.957486	-1.0217421	1.34e+03	IRF2BP2	interferon regulatory factor 2 binding protein 2
51660	4.13e-17	3.38e-19	0.1423	-8.95548	-1.274648	3.44e+03	MPC1	mitochondrial pyruvate carrier 1
55755	4.26e-17	3.51e-19	0.0906	8.951363	0.81118	1.05e+03	CDK5RAP2	CDK5 regulatory subunit associated protein 2
10929	4.66e-17	3.86e-19	0.0624	-8.940989	-0.557674	6.89e+02	SRSF8	serine and arginine rich splicing factor 8
202781	4.77e-17	3.97e-19	0.1137	-8.93772	-1.0161194	1.37e+02	PAXIP1-DT	PAXIP1 divergent transcript
4641	5.26e-17	4.41e-19	0.107	8.926129	0.9553943	1.71e+03	MYO1C	myosin IC
100852407	5.72e-17	4.82e-19	0.2071	8.916257	1.8466428	5.36e+01	CARS1-AS1	CARS1 antisense RNA 1
208	5.94e-17	5.04e-19	0.0961	8.911441	0.8566033	2.65e+03	AKT2	AKT serine/threonine kinase 2
11221	6.04e-17	5.15e-19	0.134	-8.90894	-1.1935094	5.45e+02	DUSP10	dual specificity phosphatase 10
639	6.16e-17	5.29e-19	0.1912	-8.906054	-1.7028609	3.18e+01	PRDM1	PR/SET domain 1
1431	6.41e-17	5.53e-19	0.116	8.901123	1.0325451	1.53e+03	CS	citrate synthase
112	6.44e-17	5.59e-19	0.1044	8.89988	0.9287849	4.86e+02	ADCY6	adenylate cyclase 6
9382	7.00e-17	6.11e-19	0.0811	8.889985	0.7213579	3.96e+02	COG1	component of oligomeric golgi complex 1
8835	7.33e-17	6.43e-19	0.3	-8.884264	-2.6651946	1.77e+02	SOCS2	suppressor of cytokine signaling 2
51004	8.48e-17	7.49e-19	0.1049	-8.867399	-0.9303356	1.09e+03	COQ6	coenzyme Q6, monooxygenase
57410	8.78e-17	7.79e-19	0.1073	8.86294	0.9507094	1.29e+03	SCYL1	SCY1 like pseudokinase 1
131118	1.03e-16	9.17e-19	0.1083	-8.844823	-0.9582307	8.05e+02	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
8751	1.22e-16	1.09e-18	0.1243	8.825019	1.0973774	5.99e+02	ADAM15	ADAM metallopeptidase domain 15
11336	1.29e-16	1.16e-18	0.0908	8.818146	0.8005149	5.13e+02	EXOC3	exocyst complex component 3
441461	1.38e-16	1.25e-18	0.1684	-8.810345	-1.4833907	2.19e+01	STX17-DT	STX17 divergent transcript
3251	1.41e-16	1.29e-18	0.1864	-8.806726	-1.641785	3.30e+02	HPRT1	hypoxanthine phosphoribosyltransferase 1
1785	1.47e-16	1.35e-18	0.1105	8.8015	0.9722641	1.07e+03	DNM2	dynamin 2
107986152	1.48e-16	1.37e-18	0.309	-8.800033	-2.7194314	1.25e+02	LOC107986152	
309	1.48e-16	1.38e-18	0.1608	8.799341	1.4145252	6.50e+03	ANXA6	annexin A6
1778	1.48e-16	1.37e-18	0.1145	8.799795	1.0073658	2.73e+03	DYNC1H1	dynein cytoplasmic 1 heavy chain 1
10489	1.49e-16	1.39e-18	0.0699	8.798102	0.6151184	9.22e+02	LRRC41	leucine rich repeat containing 41
102724428	1.58e-16	1.49e-18	0.3263	-8.790708	-2.8687404	1.07e+02	LOC102724428	salt inducible kinase 1B (putative)
100505741	1.65e-16	1.56e-18	0.1908	-8.785332	-1.6760454	5.15e+01	SPATA1	spermatogenesis associated 1
55805	1.66e-16	1.58e-18	0.1111	-8.784178	-0.9757989	5.45e+01	LRP2BP	LRP2 binding protein
8607	1.73e-16	1.65e-18	0.1137	8.778834	0.9977944	6.27e+02	RUVBL1	RuvB like AAA ATPase 1
107984805	1.73e-16	1.66e-18	0.2544	-8.777958	-2.2332899	1.54e+01	LOC107984805	uncharacterized LOC107984805
7290	1.74e-16	1.68e-18	0.0825	8.777023	0.7244049	6.83e+02	HIRA	histone cell cycle regulator
7371	1.78e-16	1.73e-18	0.0933	8.773576	0.8183301	3.14e+02	UCK2	uridine-cytidine kinase 2
114483834	1.79e-16	1.75e-18	0.105	8.772296	0.9212154	1.39e+02	ABCF2-H2BK1	ABCF2-H2BK1 readthrough
51092	1.91e-16	1.89e-18	0.0947	8.763872	0.8298911	9.54e+02	SIDT2	SID1 transmembrane family member 2
9785	1.91e-16	1.89e-18	0.0892	8.763792	0.7818509	6.49e+02	DHX38	DEAH-box helicase 38
3654	1.92e-16	1.90e-18	0.1321	8.762878	1.1575179	7.95e+02	IRAK1	interleukin 1 receptor associated kinase 1
57175	2.09e-16	2.08e-18	0.1586	8.752688	1.3880689	6.00e+02	CORO1B	coronin 1B
79571	2.27e-16	2.27e-18	0.0942	8.742909	0.8234645	4.99e+02	GCC1	GRIP and coiled-coil domain containing 1
4293	2.38e-16	2.39e-18	0.1126	8.737036	0.9837076	1.42e+02	MAP3K9	mitogen-activated protein kinase kinase kinase 9
8543	2.40e-16	2.43e-18	0.0926	-8.735531	-0.8086655	4.99e+02	LMO4	LIM domain only 4
10869	3.26e-16	3.31e-18	0.077	8.700243	0.6702485	8.49e+02	USP19	ubiquitin specific peptidase 19
7415	3.35e-16	3.42e-18	0.1011	8.69647	0.8792838	5.14e+03	VCP	valosin containing protein
57617	3.37e-16	3.46e-18	0.1009	8.69539	0.8774169	3.97e+02	VPS18	VPS18 core subunit of CORVET and HOPS complexes
6709	3.40e-16	3.51e-18	0.1279	8.693776	1.1122509	2.34e+03	SPTAN1	spectrin alpha, non-erythrocytic 1
25813	3.42e-16	3.54e-18	0.0936	8.692685	0.8134056	8.36e+02	SAMM50	SAMM50 sorting and assembly machinery component
2475	3.45e-16	3.59e-18	0.1044	8.69096	0.9074795	1.58e+03	MTOR	mechanistic target of rapamycin kinase
6207	4.37e-16	4.57e-18	0.1251	-8.663689	-1.0840932	5.35e+03	RPS13	ribosomal protein S13
84790	4.44e-16	4.67e-18	0.1179	8.661247	1.0214355	1.35e+03	TUBA1C	tubulin alpha 1c
10252	4.52e-16	4.77e-18	0.1145	-8.658699	-0.9917704	1.44e+02	SPRY1	sprouty RTK signaling antagonist 1
8733	4.66e-16	4.94e-18	0.1477	8.654787	1.2782107	1.41e+03	GPAA1	glycosylphosphatidylinositol anchor attachment 1
7706	4.78e-16	5.09e-18	0.0938	8.651373	0.8111547	1.97e+03	TRIM25	tripartite motif containing 25
23593	4.96e-16	5.30e-18	0.1185	-8.646669	-1.0244995	1.40e+03	HEBP2	heme binding protein 2
50	5.02e-16	5.40e-18	0.1233	8.644596	1.065981	1.84e+03	ACO2	aconitase 2
23764	5.08e-16	5.48e-18	0.2247	-8.642891	-1.9422056	3.05e+01	MAFF	MAF bZIP transcription factor F
7852	5.12e-16	5.56e-18	0.2457	-8.641289	-2.1235848	9.78e+01	CXCR4	C-X-C motif chemokine receptor 4
440184	5.48e-16	5.97e-18	0.2402	-8.63317	-2.0732936	3.80e+01	CCDC196	coiled-coil domain containing 196
1316	6.94e-16	7.60e-18	0.1727	-8.605475	-1.4858704	7.11e+02	KLF6	KLF transcription factor 6
375346	7.08e-16	7.79e-18	0.0837	8.602679	0.7197188	7.67e+02	STIMATE	STIM activating enhancer
25920	7.25e-16	8.01e-18	0.132	8.599436	1.1353647	4.73e+02	NELFB	negative elongation factor complex member B
25885	7.49e-16	8.31e-18	0.1135	8.595266	0.9753351	4.55e+02	POLR1A	RNA polymerase I subunit A
56943	7.90e-16	8.80e-18	0.076	-8.588587	-0.6531121	1.14e+03	ENY2	ENY2 transcription and export complex 2 subunit
11309	8.27e-16	9.25e-18	0.1469	8.582904	1.260632	8.09e+03	SLCO2B1	solute carrier organic anion transporter family member 2B1
