GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6133	9.63e-34	1.66e-36	0.115	12.6191	1.4514519	4111.65	RPL9	ribosomal protein L9
9332	3.75e-33	6.69e-36	0.209	-12.508747	-2.6140676	1032.23	CD163	CD163 molecule
10471	4.25e-33	7.86e-36	0.1158	12.495884	1.4464447	202.86	PFDN6	prefoldin subunit 6
1378	8.05e-33	1.54e-35	0.2886	-12.442373	-3.5914375	50.51	CR1	complement C3b/C4b receptor 1 (Knops blood group)
100463486	1.35e-32	2.66e-35	0.277	12.39858	3.4346493	5507.74	MTRNR2L8	MT-RNR2 like 8 (pseudogene)
8685	6.47e-32	1.32e-34	0.2218	-12.269603	-2.7215694	794.38	MARCO	macrophage receptor with collagenous structure
4566	4.66e-31	9.80e-34	0.2398	12.106138	2.9026576	92.85	TRNK	tRNA-Lys
4637	1.13e-30	2.45e-33	0.0965	12.030607	1.1610339	5998.32	MYL6	myosin light chain 6
23428	7.60e-30	1.70e-32	0.1543	-11.869961	-1.8314514	135.07	SLC7A8	solute carrier family 7 member 8
6397	8.82e-30	2.02e-32	0.1138	-11.85516	-1.3485248	359.55	SEC14L1	SEC14 like lipid binding 1
100527943	2.05e-29	4.83e-32	0.099	11.781979	1.1662237	353.66	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough
3627	2.91e-29	7.05e-32	0.2931	11.750178	3.4442896	203.81	CXCL10	C-X-C motif chemokine ligand 10
128077	4.16e-29	1.06e-31	0.1052	-11.715559	-1.2328481	206	LIX1L	limb and CNS expressed 1 like
25902	4.16e-29	1.06e-31	0.1425	11.715521	1.6690654	57.76	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
378	4.77e-29	1.25e-31	0.0926	11.701901	1.0833554	1056.14	ARF4	ADP ribosylation factor 4
105379193	5.53e-29	1.48e-31	0.1525	-11.68731	-1.7821967	72.03	LOC105379193	uncharacterized LOC105379193
5199	1.12e-28	3.06e-31	0.1577	-11.625358	-1.8334576	357.12	CFP	complement factor properdin
285636	1.34e-28	3.77e-31	0.1139	-11.60764	-1.3225816	103.59	RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1
2498	1.52e-28	4.35e-31	0.1473	11.595349	1.70795	180.62	FTH1P3	ferritin heavy chain 1 pseudogene 3
3054	1.78e-28	5.22e-31	0.1122	-11.579691	-1.2988424	339.71	HCFC1	host cell factor C1
100302285	2.22e-28	6.66e-31	0.1124	11.558818	1.298878	196.14	MIR1244-1	microRNA 1244-1
473	2.44e-28	7.47e-31	0.0928	-11.548974	-1.0721348	374.28	RERE	arginine-glutamic acid dipeptide repeats
54205	2.87e-28	8.95e-31	0.1203	11.533435	1.3868964	600.63	CYCS	cytochrome c, somatic
102724916	3.13e-28	9.97e-31	0.2405	11.524183	2.7718461	14.41	LOC102724916	uncharacterized LOC102724916
10370	4.01e-28	1.30e-30	0.1088	-11.501101	-1.251218	624	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
390732	5.44e-28	1.80e-30	0.1619	11.472975	1.8570707	1509.6	CES1P2	carboxylesterase 1 pseudogene 2
4579	6.76e-28	2.28e-30	0.3222	11.452536	3.689524	11370.76	TRNY	tRNA-Tyr
4570	1.09e-27	3.76e-30	0.3486	11.409355	3.9771403	5100.73	TRNN	tRNA-Asn
9348	1.45e-27	5.07e-30	0.2258	-11.383184	-2.5706924	14.26	NDST3	N-deacetylase and N-sulfotransferase 3
132228	4.16e-27	1.48e-29	0.1102	11.289197	1.244426	93.5	LSMEM2	leucine rich single-pass membrane protein 2
53834	5.80e-27	2.11e-29	0.1212	-11.258323	-1.3644237	785.81	FGFRL1	fibroblast growth factor receptor like 1
84962	7.38e-27	2.74e-29	0.1581	11.235247	1.776807	388.75	AJUBA	ajuba LIM protein
109910381	7.38e-27	2.78e-29	0.722	11.234029	8.1107635	247.65	RNA5-8SN3	RNA, 5.8S ribosomal N3
493860	8.25e-27	3.16e-29	0.1252	11.222674	1.4056084	126.09	CCDC73	coiled-coil domain containing 73
102724532	1.30e-26	5.05e-29	0.1195	11.181048	1.3362195	69.1	SP2-DT	SP2 divergent transcript
28996	1.93e-26	7.62e-29	0.0956	-11.144524	-1.0659729	1501.97	HIPK2	homeodomain interacting protein kinase 2
109864274	2.16e-26	8.69e-29	0.7277	11.132781	8.1013615	242.93	RNA5-8SN4	RNA, 5.8S ribosomal N4
101928154	2.20e-26	8.99e-29	0.182	11.12978	2.0259988	470.47	LINC01485	long intergenic non-protein coding RNA 1485
109864281	3.18e-26	1.32e-28	0.7343	11.095663	8.1471186	242.9	RNA5-8SN2	RNA, 5.8S ribosomal N2
2119	3.24e-26	1.36e-28	0.1642	-11.092566	-1.8214886	81.81	ETV5	ETS variant transcription factor 5
100008587	3.44e-26	1.47e-28	0.7222	11.08584	8.0061997	242.55	RNA5-8SN5	RNA, 5.8S ribosomal N5
106632260	3.93e-26	1.70e-28	0.7264	11.072625	8.0429631	242.41	RNA5-8SN1	RNA, 5.8S ribosomal N1
6614	4.89e-26	2.15e-28	0.1986	-11.051796	-2.1949892	202.58	SIGLEC1	sialic acid binding Ig like lectin 1
1071	5.52e-26	2.46e-28	0.2237	-11.039557	-2.4696317	283.23	CETP	cholesteryl ester transfer protein
4360	6.65e-26	3.05e-28	0.1935	-11.020233	-2.1320123	575.48	MRC1	mannose receptor C-type 1
5033	6.65e-26	3.02e-28	0.2678	-11.021087	-2.9510782	353.28	P4HA1	prolyl 4-hydroxylase subunit alpha 1
5573	6.69e-26	3.11e-28	0.09	-11.018507	-0.9919209	1074.87	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
221184	8.06e-26	3.80e-28	0.1028	-11.000491	-1.1304804	131.28	CPNE2	copine 2
1003	8.89e-26	4.25e-28	0.1316	-10.990451	-1.4462232	287.65	CDH5	cadherin 5
100874085	1.04e-25	5.05e-28	0.1543	-10.974825	-1.6935955	392.77	NUCB1-AS1	NUCB1 antisense RNA 1
100422885	1.23e-25	6.13e-28	0.1144	10.957365	1.2540437	285.12	MIR1244-2	microRNA 1244-2
403313	1.23e-25	6.08e-28	0.0794	10.958061	0.8703073	195.87	PLPP6	phospholipid phosphatase 6
2350	2.18e-25	1.10e-27	0.1964	-10.904347	-2.1419878	175.01	FOLR2	folate receptor beta
7386	2.44e-25	1.25e-27	0.0661	10.892865	0.719823	916.85	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
201799	3.34e-25	1.73e-27	0.3213	10.863157	3.4901927	136.03	TMEM154	transmembrane protein 154
2675	3.44e-25	1.80e-27	0.2182	-10.859445	-2.3698051	31.49	GFRA2	GDNF family receptor alpha 2
922	4.55e-25	2.41e-27	0.26	-10.832716	-2.8161976	766.12	CD5L	CD5 molecule like
10092	7.17e-25	3.88e-27	0.0744	10.788945	0.8023485	827.2	ARPC5	actin related protein 2/3 complex subunit 5
219972	7.17e-25	3.87e-27	0.1674	-10.789329	-1.806629	463.08	MPEG1	macrophage expressed 1
100652768	1.30e-24	7.13e-27	0.1052	10.732865	1.1287172	80.14	LOC100652768	uncharacterized LOC100652768
54870	1.32e-24	7.35e-27	0.0694	-10.730159	-0.7450744	268.18	QRICH1	glutamine rich 1
55829	1.35e-24	7.56e-27	0.0763	10.727506	0.8184047	340.78	SELENOS	selenoprotein S
8202	1.94e-24	1.10e-26	0.1146	-10.692821	-1.2255523	186.11	NCOA3	nuclear receptor coactivator 3
92086	2.97e-24	1.70e-26	0.2081	10.652252	2.2170009	17.71	GGTLC1	gamma-glutamyltransferase light chain 1
6728	3.23e-24	1.87e-26	0.1014	10.643386	1.0788016	198.92	SRP19	signal recognition particle 19
51258	3.94e-24	2.31e-26	0.0815	10.623661	0.8660965	840.26	MRPL51	mitochondrial ribosomal protein L51
51065	4.63e-24	2.74e-26	0.1151	10.607768	1.2206844	710.29	RPS27L	ribosomal protein S27 like
121599	5.46e-24	3.27e-26	0.2518	-10.591248	-2.6664149	8.93	SPIC	Spi-C transcription factor
10990	6.83e-24	4.13e-26	0.1979	-10.569336	-2.0917577	123.97	LILRB5	leukocyte immunoglobulin like receptor B5
6815	8.97e-24	5.49e-26	0.0963	-10.542752	-1.0156563	357.93	STYX	serine/threonine/tyrosine interacting protein
2324	1.05e-23	6.50e-26	0.1782	-10.526797	-1.8761862	144.05	FLT4	fms related receptor tyrosine kinase 4
5111	1.28e-23	7.98e-26	0.093	10.507518	0.9776921	243.38	PCNA	proliferating cell nuclear antigen
100616345	1.35e-23	8.51e-26	0.2255	10.5014	2.3680066	12.39	MIR4426	microRNA 4426
285855	1.48e-23	9.44e-26	0.0544	10.491654	0.5704961	839.3	RPL7L1	ribosomal protein L7 like 1
54931	1.48e-23	9.55e-26	0.0953	10.490548	0.9999542	171.16	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
387036	1.66e-23	1.08e-25	0.2498	10.479246	2.6172526	14.17	GUSBP2	GUSB pseudogene 2
10575	2.39e-23	1.57e-25	0.0703	10.443694	0.7344953	876.33	CCT4	chaperonin containing TCP1 subunit 4
107986183	3.01e-23	1.99e-25	0.3234	-10.420777	-3.3704692	12.48	LOC107986183	
100302183	3.15e-23	2.11e-25	0.1702	10.415502	1.7723117	25.92	MIR1825	microRNA 1825
22898	3.39e-23	2.29e-25	0.15	-10.407578	-1.5615166	40.45	DENND3	DENN domain containing 3
51611	3.87e-23	2.64e-25	0.0658	10.394031	0.6834868	258.08	DPH5	diphthamide biosynthesis 5
2310	4.24e-23	2.92e-25	0.1396	-10.384515	-1.4501749	64.34	FOXO3B	forkhead box O3B
10277	4.80e-23	3.34e-25	0.0764	-10.37169	-0.791967	484.74	UBE4B	ubiquitination factor E4B
112268430	4.95e-23	3.47e-25	0.1445	-10.367866	-1.4982325	674.91	LOC112268430	
101926943	6.97e-23	4.93e-25	0.1159	-10.33423	-1.197905	52.28	GTF2I-AS1	GTF2I antisense RNA 1
64072	7.18e-23	5.12e-25	0.171	-10.330609	-1.7669232	259.8	CDH23	cadherin related 23
10190	1.01e-22	7.27e-25	0.0903	10.297038	0.9294156	118.01	TXNDC9	thioredoxin domain containing 9
51540	1.41e-22	1.02e-24	0.1163	-10.264184	-1.194035	223.13	SCLY	selenocysteine lyase
93081	1.52e-22	1.11e-24	0.1105	10.255907	1.1334921	162.49	TEX30	testis expressed 30
8673	1.61e-22	1.19e-24	0.0976	10.249655	0.9998663	925.34	VAMP8	vesicle associated membrane protein 8
100130283	1.62e-22	1.21e-24	0.1231	10.247847	1.2615815	231.68	LOC100130283	uncharacterized LOC100130283
1393	2.48e-22	1.87e-24	0.1502	-10.205919	-1.5330265	782.3	CRHBP	corticotropin releasing hormone binding protein
4568	2.77e-22	2.10e-24	0.3797	10.194337	3.8710523	150.59	TRNL2	tRNA-Leu
81609	2.96e-22	2.26e-24	0.1287	-10.187229	-1.3109363	116.36	SNX27	sorting nexin 27
7409	3.18e-22	2.45e-24	0.1633	-10.179463	-1.662227	52.26	VAV1	vav guanine nucleotide exchange factor 1
84832	4.35e-22	3.38e-24	0.2884	-10.148075	-2.9270464	15.03	ANKRD36BP1	ankyrin repeat domain 36B pseudogene 1
132299	4.41e-22	3.46e-24	0.0778	10.145854	0.7889408	843.1	OCIAD2	OCIA domain containing 2
85014	5.48e-22	4.33e-24	0.112	10.123836	1.1337261	563.86	TMEM141	transmembrane protein 141
6601	6.79e-22	5.41e-24	0.0754	-10.102001	-0.7617959	383.37	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
100616256	6.92e-22	5.56e-24	0.1746	10.09935	1.7633113	52.45	MIR4721	microRNA 4721
105371873	7.29e-22	5.90e-24	0.3781	10.093499	3.8166072	64.36	LOC105371873	
54797	1.13e-21	9.24e-24	0.0964	10.049422	0.9692089	140.01	MED18	mediator complex subunit 18
3587	1.21e-21	9.92e-24	0.1791	-10.042442	-1.7987787	97.44	IL10RA	interleukin 10 receptor subunit alpha
23179	1.25e-21	1.04e-23	0.1252	-10.038199	-1.2565006	219.44	RGL1	ral guanine nucleotide dissociation stimulator like 1
6882	1.35e-21	1.13e-23	0.0844	10.02947	0.846592	173.31	TAF11	TATA-box binding protein associated factor 11
59286	1.47e-21	1.24e-23	0.0918	10.02064	0.9198983	834.09	UBL5	ubiquitin like 5
9672	1.51e-21	1.28e-23	0.1433	-10.017317	-1.4354968	629.58	SDC3	syndecan 3
29982	1.67e-21	1.42e-23	0.0745	10.006655	0.7455119	223.44	NRBF2	nuclear receptor binding factor 2
1000	1.72e-21	1.48e-23	0.1058	-10.002894	-1.0587208	1143.16	CDH2	cadherin 2
7077	1.73e-21	1.50e-23	0.1262	-10.001506	-1.2623034	1138.94	TIMP2	TIMP metallopeptidase inhibitor 2
6667	1.84e-21	1.60e-23	0.0729	-9.994953	-0.7291218	430.76	SP1	Sp1 transcription factor
100131626	2.19e-21	1.93e-23	0.2533	-9.9768	-2.5274724	9.04	LOC100131626	uncharacterized LOC100131626
55266	2.22e-21	1.97e-23	0.0936	9.974569	0.933295	388.01	TMEM19	transmembrane protein 19
4784	2.42e-21	2.16e-23	0.0968	-9.965426	-0.9643332	801.62	NFIX	nuclear factor I X
1837	2.47e-21	2.22e-23	0.3235	9.962595	3.2229528	39.43	DTNA	dystrobrevin alpha
6789	2.57e-21	2.33e-23	0.0953	-9.957968	-0.949317	227.51	STK4	serine/threonine kinase 4
84696	3.92e-21	3.58e-23	0.1224	9.915183	1.2132407	106.52	ABHD1	abhydrolase domain containing 1
91937	3.95e-21	3.63e-23	0.4032	-9.913732	-3.997598	92.17	TIMD4	T cell immunoglobulin and mucin domain containing 4
9111	5.09e-21	4.70e-23	0.0798	9.887826	0.7889719	203.21	NMI	N-myc and STAT interactor
5618	5.18e-21	4.82e-23	0.1415	-9.885363	-1.3984359	262.29	PRLR	prolactin receptor
339390	7.48e-21	7.01e-23	0.1408	-9.847762	-1.3869353	609.38	CLEC4G	C-type lectin domain family 4 member G
23637	7.80e-21	7.35e-23	0.0891	-9.842915	-0.8774418	177.19	RABGAP1	RAB GTPase activating protein 1
22853	7.93e-21	7.53e-23	0.1082	-9.840484	-1.0644927	230.1	LMTK2	lemur tyrosine kinase 2
3015	1.25e-20	1.19e-22	0.0771	9.794254	0.755184	418.53	H2AZ1	H2A.Z variant histone 1
124817	1.36e-20	1.31e-22	0.0857	9.784652	0.8388114	103.52	CNTD1	cyclin N-terminal domain containing 1
1436	1.48e-20	1.44e-22	0.2134	-9.775267	-2.0858025	591.83	CSF1R	colony stimulating factor 1 receptor
54209	1.53e-20	1.49e-22	0.4708	9.77154	4.6005663	28.53	TREM2	triggering receptor expressed on myeloid cells 2
4553	1.56e-20	1.53e-22	0.3315	9.769212	3.2388451	2074.89	TRNA	tRNA-Ala
283131	2.06e-20	2.04e-22	0.4839	9.739904	4.7131861	3138.76	NEAT1	nuclear paraspeckle assembly transcript 1
2168	2.31e-20	2.30e-22	0.1539	9.727782	1.4973158	22194.26	FABP1	fatty acid binding protein 1
51699	2.57e-20	2.57e-22	0.0604	9.716199	0.5868778	545.57	VPS29	VPS29 retromer complex component
1387	2.59e-20	2.61e-22	0.1002	-9.714616	-0.9734345	484.2	CREBBP	CREB binding protein
112268437	2.61e-20	2.65e-22	0.2152	-9.713291	-2.0901819	7.66	LOC112268437	uncharacterized protein FLJ45252
558	2.67e-20	2.72e-22	0.1699	-9.710358	-1.6494153	292.04	AXL	AXL receptor tyrosine kinase
1340	2.77e-20	2.85e-22	0.0972	9.705831	0.9429774	1528.28	COX6B1	cytochrome c oxidase subunit 6B1
8828	2.84e-20	2.93e-22	0.1719	-9.703004	-1.6682505	187.18	NRP2	neuropilin 2
8635	3.04e-20	3.15e-22	0.1128	-9.695386	-1.0940703	410.83	RNASET2	ribonuclease T2
359845	3.08e-20	3.22e-22	0.1273	-9.693265	-1.2335926	151.78	RFLNB	refilin B
102465428	3.75e-20	3.94e-22	0.2001	-9.67258	-1.9355413	52.92	MIR6717	microRNA 6717
6566	3.96e-20	4.19e-22	0.1707	-9.666277	-1.6499152	638.42	SLC16A1	solute carrier family 16 member 1
7979	4.01e-20	4.27e-22	0.1061	9.664349	1.0252071	1073.91	SEM1	SEM1 26S proteasome subunit
3950	4.16e-20	4.46e-22	0.1227	9.660007	1.1851459	3583.05	LECT2	leukocyte cell derived chemotaxin 2
8642	4.22e-20	4.55e-22	0.1716	-9.658023	-1.6575028	126.53	DCHS1	dachsous cadherin-related 1
84918	4.99e-20	5.41e-22	0.0614	9.640214	0.5918287	173.12	LRP11	LDL receptor related protein 11
100463487	5.39e-20	5.89e-22	0.2347	9.631367	2.2600413	453.88	MTRNR2L9	MT-RNR2 like 9 (pseudogene)
107984974	5.39e-20	5.90e-22	0.0813	9.631194	0.7826001	1606.29	LOC107984974	SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene
4575	5.49e-20	6.05e-22	0.405	9.628632	3.8995436	195.38	TRNS2	tRNA-Ser
28998	6.10e-20	6.76e-22	0.1118	9.617241	1.0752299	318.13	MRPL13	mitochondrial ribosomal protein L13
1849	6.33e-20	7.06e-22	0.0914	-9.612858	-0.8787809	79.34	DUSP7	dual specificity phosphatase 7
9883	6.33e-20	7.10e-22	0.0707	-9.612196	-0.6798865	323.4	POM121	POM121 transmembrane nucleoporin
10894	6.33e-20	7.14e-22	0.2607	-9.611695	-2.5056831	459.08	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1
147837	6.72e-20	7.63e-22	0.1305	9.604821	1.2533078	91.96	ZNF563	zinc finger protein 563
6233	9.02e-20	1.03e-21	0.1006	9.573981	0.9635568	4015.21	RPS27A	ribosomal protein S27a
107986158	9.43e-20	1.08e-21	0.1934	-9.568805	-1.8507656	8.39	LOC107986158	
2321	1.02e-19	1.18e-21	0.1583	-9.560217	-1.513382	237.51	FLT1	fms related receptor tyrosine kinase 1
5581	1.11e-19	1.29e-21	0.2472	9.550281	2.3605175	259.51	PRKCE	protein kinase C epsilon
101929243	1.11e-19	1.29e-21	0.141	-9.550544	-1.3464987	86.38	ILRUN-AS1	ILRUN antisense RNA 1
55015	1.35e-19	1.58e-21	0.0942	9.529657	0.8976855	183.37	PRPF39	pre-mRNA processing factor 39
53826	1.57e-19	1.86e-21	0.1186	-9.512653	-1.1281958	311.27	FXYD6	FXYD domain containing ion transport regulator 6
875	1.57e-19	1.85e-21	0.1169	-9.513083	-1.1122361	2083.98	CBS	cystathionine beta-synthase
100873941	1.62e-19	1.93e-21	0.2116	-9.508988	-2.0123897	12.27	OPA1-AS1	OPA1 antisense RNA 1
23136	2.14e-19	2.56e-21	0.1859	-9.479332	-1.7618166	76.05	EPB41L3	erythrocyte membrane protein band 4.1 like 3
6189	2.27e-19	2.74e-21	0.0899	9.472228	0.8516606	4317.46	RPS3A	ribosomal protein S3A
29916	2.46e-19	2.98e-21	0.0925	9.46341	0.8753914	159.31	SNX11	sorting nexin 11
388325	2.55e-19	3.11e-21	0.1514	-9.459105	-1.4325195	75.66	SCIMP	SLP adaptor and CSK interacting membrane protein
100422872	2.66e-19	3.25e-21	0.1245	9.454381	1.1771009	73.59	MIR1244-3	microRNA 1244-3
112268313	2.76e-19	3.39e-21	0.6503	9.449955	6.1455961	519.89	LOC112268313	
30835	2.81e-19	3.48e-21	0.2591	-9.4472	-2.4473248	107.94	CD209	CD209 molecule
64430	2.95e-19	3.66e-21	0.1006	9.441868	0.9494368	492.02	PCNX4	pecanex 4
5683	3.14e-19	3.94e-21	0.0882	9.434206	0.8323915	1868.85	PSMA2	proteasome 20S subunit alpha 2
26790	3.14e-19	3.92e-21	0.183	9.434726	1.7265941	18.15	SNORD58B	small nucleolar RNA, C/D box 58B
57121	4.32e-19	5.45e-21	0.182	-9.400159	-1.7109378	19.64	LPAR5	lysophosphatidic acid receptor 5
9079	4.68e-19	5.94e-21	0.1625	-9.391126	-1.5256896	166.27	LDB2	LIM domain binding 2
102465134	5.32e-19	6.79e-21	0.1954	-9.377022	-1.8321078	11.75	MIR6126	microRNA 6126
8760	5.37e-19	6.89e-21	0.0913	-9.375495	-0.8557311	628.09	CDS2	CDP-diacylglycerol synthase 2
7873	6.12e-19	7.88e-21	0.179	9.361253	1.6760542	399.63	MANF	mesencephalic astrocyte derived neurotrophic factor
103504734	6.32e-19	8.17e-21	0.1231	9.357406	1.1516422	68.79	MIR1244-4	microRNA 1244-4
55177	6.49e-19	8.44e-21	0.0728	9.354002	0.6809102	632.55	RMDN3	regulator of microtubule dynamics 3
1043	6.83e-19	8.93e-21	0.2348	9.348033	2.1948723	70.09	CD52	CD52 molecule
79718	7.44e-19	9.77e-21	0.0975	-9.338461	-0.9103263	448.51	TBL1XR1	TBL1X/Y related 1
100131205	7.88e-19	1.04e-20	0.1052	9.331871	0.9821533	270.31	RPL21P28	ribosomal protein L21 pseudogene 28
84817	8.61e-19	1.14e-20	0.1002	9.321996	0.9337883	470.07	TXNDC17	thioredoxin domain containing 17
6275	9.99e-19	1.33e-20	0.179	9.305709	1.6655458	135.07	S100A4	S100 calcium binding protein A4
54543	1.02e-18	1.36e-20	0.1067	9.30345	0.9922386	1222.22	TOMM7	translocase of outer mitochondrial membrane 7
107984114	1.08e-18	1.45e-20	0.4566	9.296589	4.244995	17.56	MIR583HG	MIR583 host gene
23113	1.12e-18	1.52e-20	0.0848	-9.291669	-0.7874783	169.11	CUL9	cullin 9
50511	1.19e-18	1.61e-20	0.1077	9.285213	0.9996768	153.35	SYCP3	synaptonemal complex protein 3
5939	1.30e-18	1.78e-20	0.1342	-9.275042	-1.2450855	122.74	RBMS2	RNA binding motif single stranded interacting protein 2
57134	1.41e-18	1.94e-20	0.1379	-9.265686	-1.2781153	401.66	MAN1C1	mannosidase alpha class 1C member 1
57402	1.60e-18	2.20e-20	0.1692	9.252163	1.5653081	128.13	S100A14	S100 calcium binding protein A14
515	1.64e-18	2.27e-20	0.0746	9.248819	0.6901837	1489.22	ATP5PB	ATP synthase peripheral stalk-membrane subunit b
254065	1.77e-18	2.45e-20	0.1139	-9.240469	-1.0527231	94.05	BRWD3	bromodomain and WD repeat domain containing 3
23508	1.92e-18	2.68e-20	0.3146	9.230896	2.9038937	56.32	TTC9	tetratricopeptide repeat domain 9
5641	1.95e-18	2.73e-20	0.0918	-9.228916	-0.8475105	1216.84	LGMN	legumain
3150	1.97e-18	2.77e-20	0.0909	9.227382	0.8388381	571.28	HMGN1	high mobility group nucleosome binding domain 1
10955	2.05e-18	2.90e-20	0.0732	-9.222503	-0.6750527	1339	SERINC3	serine incorporator 3
102288414	2.07e-18	2.94e-20	0.1063	9.221185	0.9805394	91.96	C11orf98	chromosome 11 open reading frame 98
101928120	2.32e-18	3.31e-20	0.1063	9.208481	0.9790685	88.74	LOC101928120	uncharacterized LOC101928120
84134	2.48e-18	3.55e-20	0.0956	9.200781	0.8799608	219.24	TOMM40L	translocase of outer mitochondrial membrane 40 like
102724560	2.53e-18	3.64e-20	0.1222	-9.198102	-1.1240008	2032.61	LOC102724560	cystathionine beta-synthase like
27151	2.68e-18	3.88e-20	0.2482	-9.191313	-2.2811653	26.43	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8
150248	3.19e-18	4.64e-20	0.1345	-9.172066	-1.2338047	265.67	C22orf15	chromosome 22 open reading frame 15
5706	3.87e-18	5.66e-20	0.0808	9.150721	0.7390294	507.22	PSMC6	proteasome 26S subunit, ATPase 6
81619	4.08e-18	5.98e-20	0.0815	-9.144618	-0.7448592	289.4	TSPAN14	tetraspanin 14
64129	4.71e-18	6.93e-20	0.2071	-9.128711	-1.8907636	106.21	TINAGL1	tubulointerstitial nephritis antigen like 1
50488	4.79e-18	7.08e-20	0.1002	-9.126409	-0.9147946	312.45	MINK1	misshapen like kinase 1
9414	5.79e-18	8.60e-20	0.0858	-9.105355	-0.7809719	835.48	TJP2	tight junction protein 2
7062	6.28e-18	9.36e-20	0.3053	-9.096107	-2.7771115	6.97	TCHH	trichohyalin
103910	6.39e-18	9.56e-20	0.0954	9.093786	0.8675503	1962.34	MYL12B	myosin light chain 12B
59339	6.51e-18	9.79e-20	0.1057	-9.091255	-0.9610658	178.53	PLEKHA2	pleckstrin homology domain containing A2
80237	7.95e-18	1.20e-19	0.1487	9.068992	1.3489008	48.26	ELL3	elongation factor for RNA polymerase II 3
5430	8.26e-18	1.25e-19	0.0753	-9.064345	-0.6824467	620.75	POLR2A	RNA polymerase II subunit A
4556	8.51e-18	1.30e-19	0.2145	9.060674	1.9436449	12534.93	TRNE	tRNA-Glu
